arm,design,n_main,n_cut_lead,n_cut_tail,cuttable,internal_run,cav_before,cav_after,env_before,env_after,rg_before,rg_after,app_before,app_after,verdict_before,verdict_after
arm5long_s5001,d046,208,50,16,1,2,0.0,0.0,0.0,0.0,24.1,13.9,15,1,F1 no cavity,F1 no cavity
arm5long_s5001,d031,208,54,7,1,3,124.6,85.5,1259.0,1259.0,25.7,14.6,16,9,F4 appendage,F4 appendage
arm5long_s5001,d032,214,50,13,1,2,227.7,101.1,1204.2,1204.2,22.4,14.7,16,2,F4 appendage,PASS
arm5long_s5001,d033,229,55,17,1,1,0.0,0.0,0.0,0.0,26.7,14.1,20,4,F1 no cavity,F1 no cavity
arm5long_s5001,d034,229,64,0,1,2,0.0,0.0,0.0,0.0,25.4,14.5,22,1,F1 no cavity,F1 no cavity
arm5long_s5001,d007,219,62,15,0,4,225.7,78.4,1209.1,1324.5,25.4,14.3,25,2,F4 appendage,PASS
arm5long_s5001,d008,216,46,11,0,6,60.5,103.5,1163.6,1132.0,24.0,15.7,15,6,F2 envelope,F2 envelope
arm5long_s5001,d009,202,47,0,1,2,0.0,0.0,0.0,0.0,27.8,14.6,18,5,F1 no cavity,F1 no cavity
arm5long_s5001,d010,220,66,22,0,6,78.0,76.2,1275.6,1275.6,25.7,14.5,9,0,F4 appendage,PASS
arm5long_s5001,d275,215,61,0,1,2,0.0,0.0,0.0,0.0,22.9,14.2,12,1,F1 no cavity,F1 no cavity
arm5long_s5001,d276,207,46,0,0,16,0.0,0.0,0.0,0.0,23.2,15.5,14,14,F1 no cavity,F1 no cavity
arm5long_s5001,d277,215,51,18,1,3,0.0,0.0,0.0,0.0,23.9,14.0,17,6,F1 no cavity,F1 no cavity
arm5long_s5001,d278,195,47,19,1,2,0.0,0.0,0.0,0.0,26.2,13.3,10,0,F1 no cavity,F1 no cavity
arm5long_s5001,d059,232,63,18,1,2,143.9,134.1,1292.0,1347.2,25.4,14.7,11,4,F4 appendage,PASS
arm5long_s5001,d060,211,50,4,1,3,6.0,19.2,618.0,459.4,24.6,14.0,16,6,F2 envelope,F2 envelope
arm5long_s5001,d061,215,48,12,1,2,0.0,0.0,0.0,0.0,23.3,14.8,19,2,F1 no cavity,F1 no cavity
arm5long_s5001,d062,215,67,0,0,5,132.8,129.2,1222.5,1222.5,22.9,14.8,10,5,F4 appendage,F4 appendage
arm5long_s5001,d079,200,51,2,0,18,221.6,161.1,1063.6,1063.6,25.0,15.4,19,5,F2 envelope,F2 envelope
arm5long_s5001,d080,245,61,15,1,3,0.0,0.0,0.0,0.0,27.6,15.4,20,2,F1 no cavity,F1 no cavity
arm5long_s5001,d081,213,0,11,0,54,0.0,0.0,0.0,0.0,24.8,25.0,14,14,F1 no cavity,F1 no cavity
arm5long_s5001,d082,219,53,5,0,17,0.0,0.0,0.0,0.0,23.0,16.2,10,7,F1 no cavity,F1 no cavity
arm5long_s5001,d235,224,2,4,0,47,0.0,0.0,0.0,0.0,19.7,19.7,13,13,F1 no cavity,F1 no cavity
arm5long_s5001,d236,166,3,3,0,4,0.0,0.0,0.0,0.0,14.4,14.1,6,6,F1 no cavity,F1 no cavity
arm5long_s5001,d237,209,61,2,1,2,0.0,0.0,0.0,0.0,23.4,13.9,7,1,F1 no cavity,F1 no cavity
arm5long_s5001,d238,197,47,0,1,1,65.4,69.8,1254.6,1254.6,24.8,14.7,8,3,F4 appendage,PASS
arm5long_s5001,d123,205,49,3,1,2,121.8,189.6,1120.2,1282.6,27.4,15.2,11,1,F2 envelope,PASS
arm5long_s5001,d124,215,46,2,1,3,0.0,0.0,0.0,0.0,27.1,14.6,10,1,F1 no cavity,F1 no cavity
arm5long_s5001,d125,216,56,20,1,2,194.6,65.0,1282.8,1282.8,27.4,14.2,16,2,F4 appendage,PASS
arm5long_s5001,d126,216,63,15,0,21,76.9,99.4,1283.8,1283.8,26.5,14.7,11,1,F4 appendage,PASS
arm5long_s5001,d203,213,57,2,0,7,0.0,0.0,0.0,0.0,23.1,14.1,13,2,F1 no cavity,F1 no cavity
arm5long_s5001,d204,222,63,0,0,6,0.0,0.0,0.0,0.0,25.1,14.8,7,1,F1 no cavity,F1 no cavity
arm5long_s5001,d205,208,47,19,1,3,0.0,0.0,0.0,0.0,23.5,13.2,22,3,F1 no cavity,F1 no cavity
arm5long_s5001,d206,229,55,16,1,3,0.0,0.0,0.0,0.0,23.8,14.9,21,1,F1 no cavity,F1 no cavity
arm5long_s5001,d271,201,50,0,1,3,0.0,0.0,0.0,0.0,24.6,14.5,26,2,F1 no cavity,F1 no cavity
arm5long_s5001,d272,224,61,2,1,2,0.0,0.0,0.0,0.0,25.0,14.9,16,2,F1 no cavity,F1 no cavity
arm5long_s5001,d273,218,52,1,0,4,0.0,0.0,0.0,0.0,29.2,14.6,10,1,F1 no cavity,F1 no cavity
arm5long_s5001,d274,221,50,20,1,3,0.0,0.0,0.0,0.0,25.6,14.4,19,1,F1 no cavity,F1 no cavity
arm5long_s5001,d139,202,47,0,1,2,74.3,86.2,1118.4,1118.4,23.9,14.7,16,2,F2 envelope,F2 envelope
arm5long_s5001,d140,208,51,4,1,3,230.0,165.7,1173.2,1173.2,23.4,14.6,15,5,F2 envelope,F2 envelope
arm5long_s5001,d141,224,53,2,1,3,0.0,0.0,0.0,0.0,21.7,15.0,10,7,F1 no cavity,F1 no cavity
arm5long_s5001,d142,229,46,17,1,3,96.3,138.0,1067.9,1041.2,23.9,15.1,24,4,F2 envelope,F2 envelope
arm5long_s5001,d255,222,51,18,0,5,0.0,0.0,0.0,0.0,27.4,14.1,19,5,F1 no cavity,F1 no cavity
arm5long_s5001,d256,215,50,3,0,6,0.0,0.0,0.0,0.0,24.4,14.4,19,7,F1 no cavity,F1 no cavity
arm5long_s5001,d257,205,52,0,0,7,0.0,0.0,0.0,0.0,23.3,14.5,15,3,F1 no cavity,F1 no cavity
arm5long_s5001,d258,213,59,8,1,2,0.0,0.0,0.0,0.0,23.8,14.8,11,4,F1 no cavity,F1 no cavity
arm5long_s5001,d131,204,49,15,1,2,0.0,0.0,0.0,0.0,25.8,13.5,17,1,F1 no cavity,F1 no cavity
arm5long_s5001,d132,197,56,0,1,2,85.1,84.0,1222.0,1222.0,25.6,14.4,16,2,F4 appendage,PASS
arm5long_s5001,d133,216,47,20,1,3,0.0,0.0,0.0,0.0,23.0,13.8,17,17,F1 no cavity,F1 no cavity
arm5long_s5001,d134,210,53,2,1,2,134.8,95.0,1286.8,1286.8,23.2,14.8,18,3,F4 appendage,PASS
arm5long_s5001,d163,213,58,10,1,2,0.0,0.0,0.0,0.0,25.2,13.7,10,3,F1 no cavity,F1 no cavity
arm5long_s5001,d164,218,62,13,0,8,86.8,67.2,1108.8,1108.8,27.2,14.5,18,5,F2 envelope,F2 envelope
arm5long_s5001,d165,215,47,17,0,5,0.0,0.0,0.0,0.0,25.1,14.5,25,2,F1 no cavity,F1 no cavity
arm5long_s5001,d166,211,44,7,0,5,0.0,0.0,0.0,0.0,22.6,14.4,20,4,F1 no cavity,F1 no cavity
arm5long_s5001,d087,216,58,0,1,2,167.4,84.9,1111.8,1111.8,26.6,15.1,7,2,F2 envelope,F2 envelope
arm5long_s5001,d088,201,52,0,0,5,199.8,157.0,1137.0,1133.0,26.3,15.2,10,4,F2 envelope,F2 envelope
arm5long_s5001,d089,224,45,10,1,3,0.0,0.0,0.0,0.0,24.4,14.6,10,2,F1 no cavity,F1 no cavity
arm5long_s5001,d090,209,46,14,1,1,0.0,0.0,0.0,0.0,22.7,13.7,10,5,F1 no cavity,F1 no cavity
arm5long_s5001,d227,218,60,16,1,2,0.0,0.0,0.0,0.0,22.8,14.0,13,6,F1 no cavity,F1 no cavity
arm5long_s5001,d228,205,53,13,1,1,0.0,0.0,0.0,0.0,23.9,13.7,32,3,F1 no cavity,F1 no cavity
arm5long_s5001,d229,199,49,12,0,5,0.0,0.0,0.0,0.0,24.2,13.5,13,4,F1 no cavity,F1 no cavity
arm5long_s5001,d230,205,51,0,1,3,113.0,138.2,1266.4,1266.4,24.8,15.2,23,3,F4 appendage,PASS
arm5long_s5001,d195,188,55,7,0,17,146.0,81.4,1272.5,1272.5,24.1,15.2,8,1,F4 appendage,PASS
arm5long_s5001,d196,229,63,21,1,2,69.1,68.3,1177.1,1177.1,24.8,14.3,19,2,F2 envelope,F2 envelope
arm5long_s5001,d197,222,65,2,1,3,0.0,0.0,0.0,0.0,23.4,14.2,7,4,F1 no cavity,F1 no cavity
arm5long_s5001,d198,229,53,11,0,9,0.0,0.0,0.0,0.0,24.1,14.9,13,2,F1 no cavity,F1 no cavity
arm5long_s5001,d047,228,56,20,1,2,18.4,0.0,644.0,0.0,25.1,14.0,20,2,F2 envelope,F1 no cavity
arm5long_s5001,d048,218,15,4,0,47,0.0,0.0,0.0,0.0,22.8,22.1,14,14,F1 no cavity,F1 no cavity
arm5long_s5001,d049,216,51,5,1,2,101.3,102.6,1241.6,1241.6,27.0,14.7,17,2,F4 appendage,PASS
arm5long_s5001,d050,206,44,0,1,3,0.0,0.0,0.0,0.0,24.1,14.4,12,2,F1 no cavity,F1 no cavity
arm5long_s5001,d259,222,57,20,0,7,0.0,0.0,0.0,0.0,26.1,14.2,12,1,F1 no cavity,F1 no cavity
arm5long_s5001,d260,212,51,17,1,1,0.0,0.0,0.0,0.0,24.3,13.6,18,1,F1 no cavity,F1 no cavity
arm5long_s5001,d261,209,54,11,0,5,0.0,0.0,0.0,0.0,25.0,13.3,12,5,F1 no cavity,F1 no cavity
arm5long_s5001,d262,215,66,14,1,2,0.0,0.0,0.0,0.0,23.8,13.7,7,4,F1 no cavity,F1 no cavity
arm5long_s5001,d219,227,45,16,0,4,101.7,86.8,1258.8,1258.8,23.6,16.0,17,5,F4 appendage,F4 appendage
arm5long_s5001,d220,191,2,0,0,45,0.0,0.0,0.0,0.0,23.5,23.6,18,18,F1 no cavity,F1 no cavity
arm5long_s5001,d221,218,63,5,0,5,0.0,0.0,0.0,0.0,23.7,14.5,11,2,F1 no cavity,F1 no cavity
arm5long_s5001,d222,210,53,17,1,2,96.6,97.4,1144.9,1099.8,23.4,14.3,19,2,F2 envelope,F2 envelope
arm5long_s5001,d211,228,58,14,1,3,0.0,0.0,0.0,0.0,26.6,14.4,10,1,F1 no cavity,F1 no cavity
arm5long_s5001,d212,187,43,0,1,3,92.4,105.2,1188.4,1112.2,21.4,14.9,17,1,F4 appendage,F2 envelope
arm5long_s5001,d213,222,59,17,1,3,0.0,0.0,0.0,0.0,24.4,14.5,17,13,F1 no cavity,F1 no cavity
arm5long_s5001,d214,224,59,11,0,4,0.0,0.0,0.0,0.0,23.0,13.8,14,4,F1 no cavity,F1 no cavity
arm5long_s5001,d279,216,59,19,1,3,154.0,106.5,1032.5,1107.4,26.3,14.4,12,3,F2 envelope,F2 envelope
arm5long_s5001,d280,216,58,11,1,2,0.0,0.0,0.0,0.0,24.8,13.8,11,3,F1 no cavity,F1 no cavity
arm5long_s5001,d281,191,18,15,1,3,0.0,0.0,0.0,0.0,19.9,13.7,9,5,F1 no cavity,F1 no cavity
arm5long_s5001,d282,212,54,1,1,2,0.0,0.0,0.0,0.0,22.3,14.3,10,2,F1 no cavity,F1 no cavity
arm5long_s5001,d051,198,58,0,1,3,84.9,176.5,1265.9,1265.9,24.5,14.6,11,1,F4 appendage,PASS
arm5long_s5001,d052,196,43,2,0,5,75.4,69.3,1260.4,1105.4,23.8,14.9,10,3,F4 appendage,F2 envelope
arm5long_s5001,d053,204,0,13,0,42,0.0,0.0,0.0,0.0,23.0,22.8,20,20,F1 no cavity,F1 no cavity
arm5long_s5001,d054,210,52,9,0,4,0.0,0.0,0.0,0.0,23.2,14.6,17,4,F1 no cavity,F1 no cavity
arm5long_s5001,d215,209,53,0,1,3,0.0,0.0,0.0,0.0,21.9,14.0,9,5,F1 no cavity,F1 no cavity
arm5long_s5001,d216,209,56,2,1,2,89.9,76.5,1239.1,1239.1,24.7,14.9,10,1,F4 appendage,PASS
arm5long_s5001,d217,201,47,20,1,1,0.0,0.0,0.0,0.0,25.2,13.3,8,0,F1 no cavity,F1 no cavity
arm5long_s5001,d218,192,44,0,0,11,141.5,81.0,1218.2,1218.2,23.4,15.3,17,4,F4 appendage,PASS
arm5long_s5001,d091,212,48,5,0,5,116.4,81.4,1247.0,1247.0,24.9,15.2,13,1,F4 appendage,PASS
arm5long_s5001,d092,225,61,18,1,2,66.7,65.0,1206.8,1193.4,23.8,14.9,11,1,F4 appendage,PASS
arm5long_s5001,d093,200,44,17,1,2,146.9,117.5,1166.8,1179.6,24.0,14.3,23,6,F2 envelope,F2 envelope
arm5long_s5001,d094,218,58,0,0,10,0.0,0.0,0.0,0.0,22.3,15.3,10,1,F1 no cavity,F1 no cavity
arm5long_s5001,d155,207,60,0,1,2,103.5,66.7,1266.1,1266.1,23.8,14.9,10,2,F4 appendage,PASS
arm5long_s5001,d156,179,48,0,0,9,86.2,107.4,1226.2,1226.2,22.3,14.4,10,1,F4 appendage,PASS
arm5long_s5001,d157,207,50,2,0,4,63.1,58.8,1243.6,1215.2,26.4,15.0,11,4,F4 appendage,PASS
arm5long_s5001,d158,225,56,15,1,3,70.8,91.2,1259.6,1259.6,25.1,15.4,10,1,F4 appendage,PASS
arm5long_s5001,d175,216,54,9,0,8,71.7,97.8,1251.9,1251.9,26.5,16.0,18,1,F4 appendage,PASS
arm5long_s5001,d176,229,59,10,1,3,80.1,92.2,1248.8,1259.6,27.1,15.0,19,9,F4 appendage,F4 appendage
arm5long_s5001,d177,215,55,20,1,3,0.0,0.0,0.0,0.0,23.6,14.0,13,6,F1 no cavity,F1 no cavity
arm5long_s5001,d178,228,59,21,0,11,80.6,99.4,1245.1,1245.1,25.3,15.6,14,9,F4 appendage,F4 appendage
arm5long_s5001,d167,207,58,0,1,3,202.4,115.1,1213.8,1213.8,23.6,14.4,17,4,F4 appendage,PASS
arm5long_s5001,d168,200,50,11,1,2,20.1,0.0,558.5,0.0,22.7,13.8,10,1,F2 envelope,F1 no cavity
arm5long_s5001,d169,237,66,4,0,4,0.0,0.0,0.0,0.0,26.1,14.6,3,3,F1 no cavity,F1 no cavity
arm5long_s5001,d170,199,52,10,1,3,0.0,0.0,0.0,0.0,27.0,13.8,6,3,F1 no cavity,F1 no cavity
arm5long_s5001,d115,217,54,4,1,2,0.0,0.0,0.0,0.0,24.0,14.6,7,1,F1 no cavity,F1 no cavity
arm5long_s5001,d116,226,60,13,1,2,0.0,0.0,0.0,0.0,23.9,13.9,10,3,F1 no cavity,F1 no cavity
arm5long_s5001,d117,201,4,4,0,44,71.1,71.1,1100.0,1100.0,23.8,23.9,18,18,F2 envelope,F2 envelope
arm5long_s5001,d118,205,49,5,1,2,0.0,0.0,0.0,0.0,23.3,13.5,8,2,F1 no cavity,F1 no cavity
arm5long_s5001,d107,197,49,0,1,3,0.0,0.0,0.0,0.0,22.9,13.9,23,2,F1 no cavity,F1 no cavity
arm5long_s5001,d108,206,56,17,0,21,123.3,131.3,1251.6,1251.6,25.5,15.8,10,2,F4 appendage,PASS
arm5long_s5001,d109,215,63,1,1,2,117.1,88.1,1053.6,1053.6,27.6,15.4,13,2,F2 envelope,F2 envelope
arm5long_s5001,d110,159,57,1,1,1,0.0,0.0,0.0,0.0,26.3,12.5,9,8,F1 no cavity,F1 no cavity
arm5long_s5001,d171,228,53,19,1,1,0.0,0.0,0.0,0.0,22.9,14.2,10,4,F1 no cavity,F1 no cavity
arm5long_s5001,d172,219,47,17,1,2,0.0,0.0,0.0,0.0,24.9,15.1,8,1,F1 no cavity,F1 no cavity
arm5long_s5001,d173,207,50,0,0,5,68.9,114.9,1269.0,1269.0,27.8,14.8,29,3,F4 appendage,PASS
arm5long_s5001,d174,207,53,10,0,7,91.4,79.1,1272.2,1272.2,23.7,14.6,8,1,F4 appendage,PASS
arm5long_s5001,d231,213,61,9,1,2,89.2,88.8,1206.1,1206.1,23.7,14.5,37,1,F4 appendage,PASS
arm5long_s5001,d232,195,55,0,0,5,66.5,98.9,1227.8,1227.8,24.1,15.2,25,3,F4 appendage,PASS
arm5long_s5001,d233,231,63,1,1,3,0.0,0.0,0.0,0.0,24.0,14.4,8,4,F1 no cavity,F1 no cavity
arm5long_s5001,d234,202,50,4,1,3,0.0,0.0,0.0,0.0,23.3,14.5,11,3,F1 no cavity,F1 no cavity
arm5long_s5001,d023,207,52,1,0,8,184.7,178.8,1263.8,1263.8,25.2,15.1,3,3,F6 Rg,PASS
arm5long_s5001,d024,217,65,2,0,4,90.3,90.3,1252.1,1252.1,24.2,15.1,10,2,F4 appendage,PASS
arm5long_s5001,d025,233,68,20,0,15,121.0,187.9,1260.8,1260.8,24.9,16.0,10,10,F4 appendage,F4 appendage
arm5long_s5001,d026,209,63,5,1,3,70.8,145.2,1282.4,1282.4,22.1,14.4,18,0,F4 appendage,PASS
arm5long_s5001,d147,220,52,0,1,2,160.5,109.7,1152.0,1301.5,27.4,15.5,11,2,F2 envelope,PASS
arm5long_s5001,d148,212,62,11,1,2,109.5,155.5,1250.6,1264.9,25.2,14.4,18,1,F4 appendage,PASS
arm5long_s5001,d149,223,47,14,0,4,0.0,0.0,0.0,0.0,26.0,14.0,9,2,F1 no cavity,F1 no cavity
arm5long_s5001,d150,206,45,0,0,11,0.0,0.0,0.0,0.0,24.6,15.0,11,4,F1 no cavity,F1 no cavity
arm5long_s5001,d243,224,52,0,0,10,0.0,0.0,0.0,0.0,25.8,15.5,9,3,F1 no cavity,F1 no cavity
arm5long_s5001,d244,211,41,12,0,6,0.0,0.0,0.0,0.0,23.6,15.3,13,2,F1 no cavity,F1 no cavity
arm5long_s5001,d245,203,47,19,0,5,210.2,117.3,1132.9,1201.9,26.6,15.0,16,2,F2 envelope,PASS
arm5long_s5001,d246,226,54,6,0,6,0.0,0.0,0.0,0.0,24.4,14.9,10,1,F1 no cavity,F1 no cavity
arm5long_s5001,d263,204,0,1,0,49,0.0,0.0,0.0,0.0,22.6,22.6,9,9,F1 no cavity,F1 no cavity
arm5long_s5001,d264,217,47,14,1,2,0.0,0.0,0.0,0.0,24.3,14.5,10,7,F1 no cavity,F1 no cavity
arm5long_s5001,d265,203,43,1,1,3,0.0,0.0,0.0,0.0,24.5,14.7,10,1,F1 no cavity,F1 no cavity
arm5long_s5001,d266,208,58,0,1,2,159.2,118.6,1047.9,1047.9,23.5,14.9,13,1,F2 envelope,F2 envelope
arm5long_s5001,d287,187,42,0,1,2,0.0,0.0,0.0,0.0,22.3,13.8,17,4,F1 no cavity,F1 no cavity
arm5long_s5001,d288,212,62,16,1,2,144.9,74.7,1284.0,1284.0,25.7,14.4,10,1,F4 appendage,PASS
arm5long_s5001,d289,213,62,9,1,2,97.0,97.8,1201.8,1200.1,28.8,14.6,8,1,F4 appendage,PASS
arm5long_s5001,d290,202,53,1,0,10,50.1,68.7,1227.4,1151.1,23.3,16.3,19,1,F4 appendage,F2 envelope
arm5long_s5001,d411,216,44,0,1,2,0.0,0.0,0.0,0.0,24.3,14.7,11,4,F1 no cavity,F1 no cavity
arm5long_s5001,d412,167,12,8,1,2,0.0,0.0,0.0,0.0,16.5,14.1,9,2,F1 no cavity,F1 no cavity
arm5long_s5001,d413,201,53,4,1,1,0.0,0.0,0.0,0.0,25.0,13.7,9,3,F1 no cavity,F1 no cavity
arm5long_s5001,d414,229,56,21,0,5,137.4,138.5,1169.5,1169.5,26.1,14.9,10,4,F2 envelope,F2 envelope
arm5long_s5001,d159,169,8,19,1,2,173.0,79.9,1258.9,1258.9,19.3,14.4,11,3,F4 appendage,PASS
arm5long_s5001,d160,209,48,2,1,1,102.6,103.2,1343.2,1324.6,29.6,14.8,18,2,F4 appendage,PASS
arm5long_s5001,d161,224,56,5,0,6,0.0,0.0,0.0,0.0,26.0,14.7,11,6,F1 no cavity,F1 no cavity
arm5long_s5001,d162,193,45,3,1,2,49.9,108.6,1352.8,1352.8,27.8,14.9,9,1,F4 appendage,PASS
arm5long_s5001,d103,214,63,0,0,7,156.4,159.8,1291.1,1291.1,25.8,15.6,21,1,F4 appendage,PASS
arm5long_s5001,d104,219,60,0,0,6,174.5,82.5,1267.5,1145.4,24.4,15.0,13,3,F4 appendage,F2 envelope
arm5long_s5001,d105,208,63,2,1,2,53.1,42.1,1223.9,1008.6,23.1,14.5,16,4,F4 appendage,F2 envelope
arm5long_s5001,d106,202,52,1,0,4,121.4,161.8,1266.5,1266.5,25.9,14.8,17,2,F4 appendage,PASS
arm5long_s5001,d267,213,54,10,0,7,141.5,129.4,1266.4,1280.1,21.4,14.9,8,3,F4 appendage,PASS
arm5long_s5001,d268,213,55,0,1,2,138.7,133.3,1248.6,1248.6,26.2,14.9,11,1,F4 appendage,PASS
arm5long_s5001,d269,207,51,15,0,5,0.0,0.0,0.0,0.0,26.4,13.8,5,2,F1 no cavity,F1 no cavity
arm5long_s5001,d270,207,46,3,0,24,0.0,0.0,0.0,0.0,24.0,17.4,13,4,F1 no cavity,F1 no cavity
arm5long_s5001,d303,223,49,13,0,4,0.0,0.0,0.0,0.0,23.2,14.9,18,6,F1 no cavity,F1 no cavity
arm5long_s5001,d304,120,49,0,0,15,0.0,0.0,0.0,0.0,26.9,11.6,11,5,F1 no cavity,F1 no cavity
arm5long_s5001,d305,207,47,6,0,11,0.0,0.0,0.0,0.0,22.9,14.5,8,8,F1 no cavity,F1 no cavity
arm5long_s5001,d306,220,50,13,1,2,0.0,0.0,0.0,0.0,21.6,14.5,18,5,F1 no cavity,F1 no cavity
arm5long_s5001,d251,209,55,2,1,2,64.6,127.0,1055.4,1072.8,28.3,14.7,10,1,F2 envelope,F2 envelope
arm5long_s5001,d252,200,58,1,1,2,0.0,0.0,0.0,0.0,25.2,13.8,11,3,F1 no cavity,F1 no cavity
arm5long_s5001,d253,204,47,19,1,2,109.9,95.5,1176.4,1185.9,23.5,14.2,8,3,F2 envelope,PASS
arm5long_s5001,d254,200,48,15,0,6,60.5,96.6,1250.6,1250.6,25.0,15.3,18,2,F4 appendage,PASS
arm5long_s5001,d367,222,54,6,1,3,0.0,0.0,0.0,0.0,21.2,14.1,9,9,F1 no cavity,F1 no cavity
arm5long_s5001,d368,227,65,14,1,1,0.0,0.0,0.0,0.0,23.9,13.2,20,6,F1 no cavity,F1 no cavity
arm5long_s5001,d369,218,52,21,1,3,105.8,126.4,1213.9,1213.9,25.8,14.5,14,3,F4 appendage,PASS
arm5long_s5001,d370,204,45,2,1,2,157.0,110.2,1242.0,1242.0,26.7,15.4,11,4,F4 appendage,PASS
arm5long_s5001,d315,198,49,0,1,2,0.0,0.0,0.0,0.0,25.1,13.9,3,3,F1 no cavity,F1 no cavity
arm5long_s5001,d316,234,61,22,0,8,0.0,0.0,0.0,0.0,25.6,14.2,13,9,F1 no cavity,F1 no cavity
arm5long_s5001,d317,220,56,0,1,1,89.2,79.9,1144.1,1221.9,24.1,15.4,13,4,F2 envelope,PASS
arm5long_s5001,d318,228,65,19,1,2,0.0,0.0,0.0,0.0,27.2,14.1,7,6,F1 no cavity,F1 no cavity
arm5long_s5001,d383,211,55,10,1,2,0.0,0.0,0.0,0.0,24.5,14.3,9,4,F1 no cavity,F1 no cavity
arm5long_s5001,d384,228,57,12,1,1,144.3,119.4,1082.0,1129.0,26.4,15.4,14,5,F2 envelope,F2 envelope
arm5long_s5001,d385,223,66,7,1,2,0.0,0.0,0.0,0.0,22.4,13.3,10,7,F1 no cavity,F1 no cavity
arm5long_s5001,d386,209,47,17,0,4,0.0,0.0,0.0,0.0,22.1,13.6,19,9,F1 no cavity,F1 no cavity
arm5long_s5001,d443,230,47,20,1,2,0.0,0.0,0.0,0.0,24.2,13.9,11,5,F1 no cavity,F1 no cavity
arm5long_s5001,d444,213,58,15,1,3,0.0,0.0,0.0,0.0,25.4,13.6,9,1,F1 no cavity,F1 no cavity
arm5long_s5001,d445,218,49,15,0,5,0.0,0.0,0.0,0.0,23.8,13.8,18,8,F1 no cavity,F1 no cavity
arm5long_s5001,d446,210,66,8,0,24,201.5,142.8,1173.8,1160.9,25.5,15.5,11,1,F2 envelope,F2 envelope
arm5long_s5001,d151,227,55,13,0,4,157.9,125.7,1111.1,1111.1,23.7,15.3,21,2,F2 envelope,F2 envelope
arm5long_s5001,d152,211,48,19,1,2,117.9,126.8,1135.4,1135.4,25.9,14.8,7,1,F2 envelope,F2 envelope
arm5long_s5001,d153,230,59,11,1,2,0.0,0.0,0.0,0.0,23.0,13.8,11,5,F1 no cavity,F1 no cavity
arm5long_s5001,d154,201,45,2,0,4,210.6,80.4,1310.6,1300.4,23.5,15.8,9,1,F4 appendage,PASS
arm5long_s5001,d187,217,49,14,1,3,94.6,53.8,1053.6,1053.6,24.5,14.8,11,1,F2 envelope,F2 envelope
arm5long_s5001,d188,212,51,19,1,3,122.9,103.2,1359.6,1359.6,23.7,14.9,11,0,F4 appendage,PASS
arm5long_s5001,d189,232,50,8,0,4,0.0,0.0,0.0,0.0,25.0,14.4,8,2,F1 no cavity,F1 no cavity
arm5long_s5001,d190,219,56,17,0,10,66.7,71.5,1207.2,1207.2,24.8,15.4,11,2,F4 appendage,PASS
arm5long_s5001,d291,218,61,0,1,2,177.3,81.9,1287.8,1276.8,23.9,15.3,17,3,F4 appendage,PASS
arm5long_s5001,d292,212,51,11,1,1,0.0,0.0,0.0,0.0,26.7,14.1,7,1,F1 no cavity,F1 no cavity
arm5long_s5001,d293,214,50,0,0,4,0.0,0.0,0.0,0.0,24.4,14.7,20,6,F1 no cavity,F1 no cavity
arm5long_s5001,d294,210,53,15,0,5,185.1,153.4,1209.1,1209.1,22.2,14.8,15,4,F4 appendage,PASS
arm5long_s5001,d319,224,50,8,0,4,0.0,0.0,0.0,0.0,23.3,15.6,13,4,F1 no cavity,F1 no cavity
arm5long_s5001,d320,221,65,3,1,3,0.0,0.0,0.0,0.0,24.9,14.3,9,4,F1 no cavity,F1 no cavity
arm5long_s5001,d321,208,58,2,0,12,100.2,114.7,1198.5,1198.5,26.0,15.6,17,2,F4 appendage,PASS
arm5long_s5001,d322,215,47,10,0,7,0.0,0.0,0.0,0.0,20.5,13.7,12,6,F1 no cavity,F1 no cavity
arm5long_s5001,d347,224,61,3,0,4,0.0,0.0,0.0,0.0,24.6,14.3,14,1,F1 no cavity,F1 no cavity
arm5long_s5001,d348,213,54,21,1,3,135.0,86.2,1268.9,1268.9,24.7,14.7,25,2,F4 appendage,PASS
arm5long_s5001,d349,228,64,17,1,1,0.0,0.0,0.0,0.0,23.4,13.6,12,3,F1 no cavity,F1 no cavity
arm5long_s5001,d350,219,60,0,1,3,123.1,130.0,1214.4,1214.4,26.9,15.0,5,3,F4 appendage,PASS
arm5long_s5001,d311,172,16,1,0,4,0.0,0.0,0.0,0.0,16.4,13.8,9,9,F1 no cavity,F1 no cavity
arm5long_s5001,d312,205,46,0,1,2,79.5,160.1,1238.6,1238.6,23.1,15.2,20,7,F4 appendage,F4 appendage
arm5long_s5001,d313,218,53,20,0,21,179.9,125.7,1159.9,1159.9,22.6,15.3,17,1,F2 envelope,F2 envelope
arm5long_s5001,d314,215,47,0,1,3,61.6,0.0,876.2,0.0,24.3,14.8,13,1,F2 envelope,F1 no cavity
arm5long_s5001,d327,225,0,14,0,54,0.0,0.0,0.0,0.0,23.6,23.5,11,11,F1 no cavity,F1 no cavity
arm5long_s5001,d328,221,64,13,1,3,0.0,0.0,0.0,0.0,21.8,13.4,15,4,F1 no cavity,F1 no cavity
arm5long_s5001,d329,219,57,12,1,1,0.0,0.0,0.0,0.0,22.2,13.9,19,1,F1 no cavity,F1 no cavity
arm5long_s5001,d330,203,48,12,0,6,77.5,87.7,1118.4,1135.2,23.0,14.9,10,1,F2 envelope,F2 envelope
