#Frame            sb1          sb2
     519       4.7339       2.8237
     520       4.5085       2.7601
     521       4.6353       2.7990
     522       4.6325       2.7055
     523       4.4899       2.6838
     524       4.6507       2.7740
     525       4.3075       2.7012
     526       4.4424       2.6483
     527       4.4817       2.6577
     528       4.4435       2.7623
     529       4.4141       2.8652
     530       4.4445       2.7279
     531       4.5154       2.8317
     532       4.5039       2.7153
     533       4.5166       2.8173
     534       4.3878       2.5847
     535       4.3126       2.8060
     536       4.6266       2.7878
     537       4.3330       2.6883
     538       4.7446       2.6987
     539       4.6614       2.7824
     540       4.7217       2.8252
     541       4.7850       2.7548
     542       4.3738       2.6496
     543       4.5664       2.8733
     544       4.2462       2.6740
     545       4.3138       2.6571
     546       4.2733       2.7184
     547       4.2639       2.6036
     548       4.5575       2.8362
     549       4.6457       2.7347
     550       4.5151       2.8095
     551       4.3814       2.6136
     552       4.9627       2.8929
     553       4.7785       2.7099
     554       4.7755       2.6612
     555       4.2111       2.6878
     556       4.6060       2.7163
     557       4.3720       2.8502
     558       4.7565       2.6710
     559       4.5519       2.6732
     560       4.4981       2.9450
     561       4.2884       2.5906
     562       4.4074       2.6578
     563       4.5352       2.8120
     564       4.3563       2.7421
     565       4.5148       2.8766
     566       4.3258       2.7368
     567       4.6640       2.8624
     568       4.4826       2.7507
     569       4.3418       2.6644
     570       4.5531       2.6759
     571       4.3804       2.7319
     572       4.5621       2.5927
     573       4.6628       2.7082
     574       4.4877       2.7129
     575       4.4975       2.7673
     576       4.3121       2.6642
     577       4.3205       2.6989
     578       4.4525       2.8263
     579       4.7113       2.7096
     580       4.4980       2.7518
     581       4.4607       2.7656
     582       4.5301       2.6675
     583       4.6709       2.7133
     584       4.6174       2.8479
     585       4.7404       2.8447
     586       4.6450       2.9171
     587       4.6092       2.7137
     588       4.7913       2.8099
     589       4.5203       2.6254
     590       4.4563       2.5940
     591       4.4675       2.7308
     592       4.7614       2.8281
     593       4.5372       2.8468
     594       4.4184       2.7275
     595       4.5946       2.7279
     596       4.6413       2.6845
     597       4.0193       2.8426
     598       4.5886       2.8800
     599       4.4227       2.6085
     600       4.3129       2.8084
     601       4.3811       2.7716
     602       4.6019       2.9718
     603       4.4291       2.8539
     604       4.7559       2.7507
     605       4.3460       2.7732
     606       4.3664       2.9169
     607       4.4600       2.8563
     608       4.3756       2.6672
     609       4.4048       2.6273
     610       4.1252       2.7786
     611       4.6881       2.8469
     612       4.3896       2.6827
     613       4.4553       2.7600
     614       4.5589       2.7441
     615       4.4370       2.8178
     616       4.6145       2.8894
     617       4.8768       2.8413
     618       4.5396       2.7128
     619       4.4022       2.6457
     620       4.4795       2.6978
     621       4.5710       2.6585
     622       4.4615       2.6608
     623       4.7924       2.9448
     624       4.3430       2.7366
     625       4.3544       2.7949
     626       4.6882       3.0025
     627       4.5172       2.7492
     628       4.2841       2.6161
     629       4.6164       2.7774
     630       4.3630       2.6997
     631       4.3076       2.6628
     632       4.5885       2.7345
     633       4.6186       2.6729
     634       4.6832       2.7970
     635       4.4406       2.9817
     636       4.6292       2.6327
     637       4.5303       2.6468
     638       4.5258       2.6645
     639       4.5038       2.7959
     640       4.6024       2.7355
     641       4.1473       2.7255
     642       4.8055       2.7279
     643       4.7372       2.9699
     644       4.6981       2.6625
     645       4.6626       2.7287
     646       4.7166       2.7785
     647       4.5572       2.7065
     648       4.2852       2.7613
     649       4.6086       2.6089
     650       4.7582       2.7772
     651       4.5548       2.7208
     652       4.2855       2.7094
     653       4.3783       2.7516
     654       4.7926       2.8352
     655       4.6655       2.7169
     656       4.4453       2.8815
     657       4.9307       3.1010
     658       4.4666       2.7531
     659       4.0296       2.8378
     660       4.4004       2.6315
     661       4.3362       2.6402
     662       4.6291       2.8657
     663       4.6845       3.0983
     664       4.5255       2.6912
     665       4.4934       2.8648
     666       4.3577       2.7476
     667       4.6586       2.7253
     668       4.4393       2.6649
     669       4.6176       2.7504
     670       4.3466       2.7660
     671       4.4898       2.6317
     672       4.2129       2.6331
     673       4.4477       2.7569
     674       4.5910       2.7633
     675       4.5173       2.7695
     676       4.5869       2.7086
     677       4.5700       2.7746
     678       4.6906       2.8289
     679       4.4082       2.9645
     680       4.4347       2.7127
     681       4.3920       2.7096
     682       4.5086       2.7514
     683       4.5590       2.7121
     684       4.5163       2.6585
     685       4.5323       2.7171
     686       4.4729       2.7398
     687       4.6084       2.8581
     688       4.3925       2.7690
     689       4.3327       2.7002
     690       4.8081       2.9796
     691       4.7350       2.9910
     692       4.7529       2.8051
     693       4.7306       2.7810
     694       4.5027       2.7061
     695       4.6139       2.7047
     696       4.2224       2.8658
     697       4.3663       2.6525
     698       4.3790       2.6727
     699       4.2584       2.7128
     700       4.3821       2.6991
     701       4.5275       2.6053
     702       4.1706       2.6751
     703       4.4031       2.9659
     704       4.6528       2.7308
     705       4.4002       2.7362
     706       4.5659       2.6908
     707       4.6575       2.7276
     708       4.2957       2.6295
     709       4.0268       2.6853
     710       4.3055       2.6441
     711       4.1503       2.6960
     712       4.6981       2.8102
     713       4.1895       2.7770
     714       4.8292       3.0264
     715       4.2900       2.5856
     716       4.6928       2.9094
     717       4.3130       2.7231
     718       4.2839       2.8690
     719       4.4335       2.8544
     720       4.4526       2.6857
     721       4.3618       2.7145
     722       4.7717       2.7843
     723       4.5495       2.6018
     724       4.6209       2.7873
     725       4.4748       2.8734
     726       4.6183       2.9011
     727       4.5009       2.7643
     728       4.3765       2.7470
     729       4.6353       2.6640
     730       4.8708       2.9593
     731       4.4857       2.7667
     732       4.4746       2.7622
     733       4.5674       2.6813
     734       4.4131       2.6295
     735       4.7798       2.7957
     736       4.7505       2.8420
     737       4.7131       2.7730
     738       4.4092       2.8389
     739       4.7234       2.8208
     740       4.6678       2.8189
     741       4.8400       2.7308
     742       4.8317       2.7789
     743       4.5631       2.6667
     744       4.5428       2.6358
     745       4.7490       2.7397
     746       4.6827       2.6664
     747       4.2719       2.7439
     748       4.5179       2.7842
     749       4.4574       2.6058
     750       4.0918       2.5969
     751       4.6032       2.7365
     752       4.6714       2.7054
     753       4.5275       2.7561
     754       4.6616       2.8577
     755       4.6745       2.7440
     756       4.8174       2.8202
     757       4.7554       2.7777
     758       4.6739       2.7522
     759       4.5264       2.7961
     760       4.5543       2.6990
     761       4.4614       2.6410
     762       4.1256       2.7847
     763       4.3976       2.6915
     764       4.3575       2.8325
     765       4.6905       2.8210
     766       4.3941       2.7613
     767       4.7139       2.8922
     768       4.6467       2.9175
     769       4.3495       2.6463
     770       4.5268       2.6517
     771       4.3225       2.7433
     772       4.5480       2.7425
     773       4.4682       2.7546
     774       4.4540       2.8667
     775       4.6855       2.6253
     776       4.5023       2.8394
     777       4.4504       2.6233
     778       4.3892       2.7119
     779       4.5392       2.8805
     780       4.4070       2.7294
     781       4.3755       2.7686
     782       4.7542       2.9031
     783       4.3943       2.7265
     784       4.5397       2.7131
     785       4.2012       2.6885
     786       4.3306       2.6169
     787       4.4285       2.8024
     788       4.2344       2.6862
     789       4.4347       2.6800
     790       4.2034       2.8149
     791       4.5322       2.6096
     792       4.2667       2.5730
     793       4.4546       2.6618
     794       4.3911       2.6850
     795       4.5348       2.6811
     796       4.4988       2.7019
     797       4.2349       2.5975
     798       4.4749       2.6887
     799       4.3426       2.6794
     800       4.7136       2.7811
     801       4.5177       2.6831
     802       4.5693       2.8156
     803       4.6578       2.8212
     804       4.5640       2.8393
     805       4.6057       2.7020
     806       4.6828       2.7204
     807       4.4359       2.8148
     808       4.5388       2.8479
     809       4.5546       2.8177
     810       4.3499       2.6740
     811       4.3024       2.6655
     812       4.6039       2.7532
     813       4.6056       2.7290
     814       4.5406       2.7140
     815       4.4399       2.8767
     816       4.8309       2.9035
     817       4.7500       2.8010
     818       4.5509       2.8136
     819       4.6946       2.8150
     820       4.8029       2.7603
     821       4.5443       2.5870
     822       4.7690       2.7991
     823       4.6161       2.7376
     824       4.4919       2.6886
     825       4.4005       2.9038
     826       4.6029       2.6964
     827       4.5854       2.7674
     828       4.2750       2.8380
     829       4.3249       2.7896
     830       4.2151       2.5997
     831       4.0342       2.8037
     832       4.4489       2.6115
     833       4.6294       2.7961
     834       4.3679       2.8383
     835       4.1231       2.5582
     836       4.1114       2.6868
     837       4.2345       2.6801
     838       4.5036       2.6502
     839       4.6495       2.8614
     840       4.5143       2.7198
     841       4.5529       2.7838
     842       4.3063       2.7264
     843       4.6930       2.8245
     844       4.5486       2.7266
     845       4.7596       2.7938
     846       4.5077       2.6646
     847       4.6054       2.6387
     848       4.6063       2.8874
     849       4.4190       2.7039
     850       4.4744       2.6384
     851       4.7183       2.7733
     852       4.5140       2.7027
     853       4.6617       2.7411
     854       4.4347       2.7215
     855       4.6835       2.9232
     856       4.7531       2.7826
     857       4.4550       2.6655
     858       4.4204       2.7444
     859       4.4637       2.6114
     860       4.3881       2.6978
     861       4.2458       2.8058
     862       4.2155       2.7116
     863       4.2782       2.8999
     864       4.4406       2.7942
     865       4.3493       2.8000
     866       4.5933       2.8260
     867       4.5291       2.8109
     868       4.3221       2.6449
     869       4.5045       2.7301
     870       4.5484       2.8294
     871       4.6195       2.9591
     872       4.3054       2.7608
     873       4.4065       2.7705
     874       4.2713       2.6654
     875       4.5752       2.7789
     876       4.3696       2.7389
     877       4.2931       2.7538
     878       4.6779       2.7227
     879       4.4831       2.7221
     880       4.5911       2.7402
     881       4.2521       2.7816
     882       4.1870       2.8653
     883       4.7040       2.7654
     884       4.3519       2.7192
     885       4.4132       2.7628
     886       4.4464       2.8555
     887       4.3851       2.8039
     888       4.5849       2.6681
     889       4.1117       2.7915
     890       4.4417       2.6830
     891       4.5338       2.6808
     892       4.5870       2.7883
     893       4.7079       2.8431
     894       4.3433       2.6802
     895       4.6765       2.7520
     896       4.0754       2.6267
     897       4.5203       2.6841
     898       4.4027       2.8095
     899       4.5881       2.8147
     900       4.3508       2.6915
     901       4.5211       2.6926
     902       4.4331       2.7078
     903       4.5365       2.7814
     904       4.4519       2.7167
     905       4.6520       2.7674
     906       4.7738       2.7156
     907       4.4983       2.7628
     908       4.5701       2.8589
     909       4.4300       2.7628
     910       4.4898       2.6915
     911       4.6594       2.8853
     912       4.3997       2.6719
     913       4.4968       2.6642
     914       4.2083       2.9122
     915       4.4227       2.6758
     916       4.8073       2.7537
     917       4.4276       2.8291
     918       4.4257       2.6905
     919       4.0502       2.6394
     920       4.5104       2.6973
     921       4.3662       2.6041
     922       4.0406       2.7332
     923       4.3754       2.7790
     924       4.3637       2.6183
     925       4.4807       2.6366
     926       4.6476       2.8383
     927       4.6937       2.9930
     928       4.3021       2.6401
     929       4.4597       2.7409
     930       4.5668       2.7496
     931       4.2289       2.8253
     932       4.4943       2.7771
     933       4.4133       2.9571
     934       4.5041       2.6949
     935       4.2185       2.7364
     936       4.7667       2.9986
     937       4.4979       2.6724
     938       4.4096       2.7663
     939       4.2324       2.6092
     940       4.2709       2.7423
     941       4.5269       2.6052
     942       4.3025       2.6511
     943       4.6309       2.6352
     944       4.5762       2.9740
     945       4.3866       2.8184
     946       4.6138       2.7745
     947       4.4741       2.7491
     948       4.4007       2.6974
     949       4.7611       2.7234
     950       4.2757       2.6711
     951       4.4968       2.8246
     952       4.5772       2.6940
     953       4.4821       2.7618
     954       4.6737       2.9657
     955       4.1479       2.7276
     956       4.3665       2.9244
     957       4.2757       2.7501
     958       4.6769       2.8626
     959       4.3362       2.6468
     960       4.4458       2.6590
     961       4.5748       2.6926
     962       4.2989       2.7904
     963       4.6046       2.6535
     964       4.3317       2.7431
     965       4.3337       2.7205
     966       4.4749       2.6993
     967       4.6115       2.6979
     968       4.6922       2.7438
     969       4.5186       2.8047
     970       4.2935       2.6646
     971       4.5443       2.8083
     972       4.5970       2.7309
     973       4.5280       2.7279
     974       4.4458       2.7348
     975       4.6263       2.6755
     976       4.6096       2.8122
     977       4.7884       2.8684
     978       4.5365       2.8934
     979       4.4387       2.7760
     980       4.4037       2.7525
     981       4.7031       2.8011
     982       4.1774       2.6055
     983       4.5067       2.9129
     984       4.3199       2.9360
     985       4.5662       2.7544
     986       4.5002       2.6894
     987       4.1701       2.7450
     988       4.1652       2.7023
     989       4.3594       2.7151
     990       4.6082       2.8088
     991       4.4076       2.6395
     992       4.3233       2.7960
     993       4.5027       2.7770
     994       4.3373       2.6356
     995       4.3611       2.8186
     996       4.4188       2.9202
     997       4.2252       2.7224
     998       4.3553       2.7341
     999       4.2168       2.7029
    1000       4.4189       2.6250
