name,hit,heavy_atoms,mw,length_A,npr1,npr2,asphericity,shape_class
"HS-10296",0,39,525.7,16.14,0.177,0.931,0.563,ROD
"Hydralazine HCl",0,12,160.2,6.51,0.314,0.686,0.354,DISC
"Hydrocortisone",0,26,362.5,12.64,0.168,0.926,0.581,ROD
"Hydrocortisone acetate",0,29,404.5,14.60,0.172,0.910,0.571,ROD
"Hydrocortisone butyrate",0,31,432.6,13.44,0.261,0.923,0.415,ROD
"Hydrocortisone hemisuccinate",0,33,462.5,16.42,0.192,0.910,0.532,ROD
"Hydrocortisone sodium succinate",0,33,462.5,16.42,0.192,0.910,0.532,ROD
"Hydroflumethiazide",0,20,331.3,7.63,0.306,0.788,0.346,ROD
"Hydroquinidine",0,24,326.4,10.23,0.314,0.841,0.334,ROD
"Hydroquinine",0,24,326.4,9.29,0.395,0.747,0.241,DISC
"Hydroquinone",0,8,110.1,5.49,0.185,0.815,0.548,ROD
"Hydroxy Camptothecine",0,27,364.4,13.21,0.161,0.882,0.594,ROD
"Hydroxychloroquine Sulfate",0,23,335.9,10.97,0.363,0.818,0.272,DISC
"Hydroxylammonium chloride",0,2,33.0,1.45,-0.000,1.000,1.000,ROD
"Hydroxyprogesterone caproate",0,31,428.6,11.85,0.309,0.861,0.340,ROD
"Hydroxyprogesterone Caproate",0,31,428.6,11.85,0.309,0.861,0.340,ROD
"Hydroxyurea",0,5,76.1,3.55,0.276,0.725,0.400,ROD
"Hydroxyzine 2HCl",0,26,374.9,12.02,0.368,0.802,0.267,DISC
"Hygromycin B",0,36,527.5,10.64,0.518,0.764,0.134,DISC
"Hyodeoxycholic acid (HDCA)",0,28,392.6,13.60,0.165,0.977,0.591,ROD
"Hyoscyamine",0,21,289.4,9.58,0.305,0.850,0.345,ROD
"Hypericin",0,38,504.5,11.01,0.480,0.550,0.232,DISC
"Hyperoside",0,33,464.4,12.03,0.476,0.626,0.198,DISC
"Hypoxanthine",0,10,136.1,4.59,0.396,0.604,0.283,DISC
"i-Inositol",0,12,180.2,5.59,0.514,0.652,0.161,DISC
"Ib-Meca",0,29,510.3,13.41,0.138,0.955,0.645,ROD
"Ibandronate sodium",0,19,319.2,11.12,0.254,0.935,0.428,ROD
"Ibrutinib (PCI-32765)",0,33,440.5,11.90,0.308,0.840,0.342,ROD
"Ibuprofen",0,15,206.3,9.83,0.150,0.950,0.619,ROD
"Ibuprofen",0,15,206.3,9.83,0.150,0.950,0.619,ROD
"Ibuprofen Lysine",0,15,206.3,9.83,0.150,0.950,0.619,ROD
"Ibutilide Fumarate",0,26,384.6,11.97,0.253,0.845,0.423,ROD
"Icotinib",0,29,391.4,13.86,0.177,0.890,0.561,ROD
"Idebenone",0,24,338.4,10.47,0.335,0.746,0.312,ROD
"Idelalisib (CAL-101, GS-1101)",0,31,415.4,9.18,0.639,0.884,0.064,SPHERE
"Idoxuridine",0,17,354.1,8.36,0.280,0.746,0.390,ROD
"Ifenprodil Tartrate",0,24,325.5,13.46,0.142,0.924,0.634,ROD
"Ifosfamide",0,14,261.1,7.53,0.449,0.663,0.208,DISC
"Iguratimod",0,26,374.4,12.26,0.286,0.796,0.374,ROD
"Ilaprazole",0,26,366.4,10.70,0.339,0.827,0.301,ROD
"Ilaprazole sodium",0,26,366.4,10.70,0.339,0.827,0.301,ROD
"Iloperidone",0,31,426.5,9.84,0.477,0.660,0.185,DISC
"Imatinib (STI571)",0,37,493.6,14.45,0.260,0.806,0.414,ROD
"Imatinib Mesylate (STI571)",0,37,493.6,14.45,0.260,0.806,0.414,ROD
"Imazalil",0,19,297.2,10.28,0.283,0.932,0.383,ROD
"Imeglimin (EMD 387008) Hydrochloride",0,11,155.2,5.97,0.353,0.709,0.297,DISC
"Imidacloprid",0,17,255.7,10.58,0.118,0.968,0.691,ROD
"Imidacloprid",0,17,255.7,10.58,0.118,0.968,0.691,ROD
"Imidafenacin",0,24,319.4,9.30,0.459,0.841,0.176,DISC
"Imidapril HCl",0,29,405.5,11.58,0.305,0.899,0.348,ROD
"Imidazole",0,5,68.1,2.26,0.461,0.539,0.255,DISC
"Imidazolidinyl Urea",0,27,388.3,14.15,0.141,0.928,0.637,ROD
"Imidocarb dipropionate",0,26,348.4,15.52,0.094,0.928,0.744,ROD
"Iminostilbene",0,15,193.2,8.03,0.173,0.827,0.571,ROD
"Imipenem",0,20,299.4,10.50,0.330,0.923,0.318,ROD
"Imipramine HCl",0,21,280.4,8.41,0.507,0.661,0.162,DISC
"Imiquimod",0,18,240.3,8.26,0.426,0.623,0.243,DISC
"Imperatorin",0,20,270.3,9.36,0.373,0.644,0.291,DISC
"Indacaterol",0,29,392.5,14.41,0.194,0.930,0.531,ROD
"Indacaterol Maleate",0,29,392.5,14.41,0.194,0.930,0.531,ROD
"Indapamide",0,24,365.8,11.03,0.223,0.942,0.479,ROD
"Indigo",0,20,262.3,10.61,0.128,0.872,0.664,ROD
"Indigo carmine",0,28,422.4,15.53,0.056,0.962,0.841,ROD
"Indinavir Sulfate",0,45,613.8,12.11,0.634,0.765,0.072,SPHERE
"Indirubin",0,20,262.3,9.93,0.195,0.806,0.529,ROD
"Indirubin-3'-Oxime",0,21,277.3,10.17,0.225,0.776,0.476,ROD
"Indobufen",0,22,295.3,12.58,0.101,0.968,0.730,ROD
"Indocyanine green",0,53,753.0,22.08,0.220,0.830,0.481,ROD
"Indole",0,9,117.2,4.61,0.277,0.723,0.399,ROD
"Indole-3-Butyric Acid",0,15,203.2,8.53,0.172,0.890,0.570,ROD
"Indole-3-carboxylic acid",0,12,161.2,6.54,0.260,0.740,0.423,ROD
"Indometacin Sodium",0,25,357.8,13.02,0.211,0.855,0.496,ROD
"Indomethacin",0,25,357.8,13.02,0.211,0.855,0.496,ROD
"Indomethacin",0,25,357.8,13.02,0.211,0.855,0.496,ROD
"Indoximod (NLG-8189���",0,16,218.3,7.77,0.283,0.810,0.379,ROD
"Inosine",0,19,268.2,8.59,0.250,0.837,0.429,ROD
"Iodoacetamide",0,5,185.0,3.71,0.137,0.947,0.646,ROD
"Iohexol",0,34,821.1,11.80,0.588,0.609,0.134,SPHERE
"Iopamidol",0,31,777.1,12.21,0.544,0.576,0.173,DISC
"Iopanoic acid",0,17,570.9,9.30,0.443,0.633,0.224,DISC
"Iopromide",0,32,791.1,11.90,0.539,0.677,0.137,DISC
"Ioversol",0,33,807.1,12.78,0.544,0.633,0.148,DISC
"Ipragliflozin (ASP1941)",0,28,404.5,12.86,0.239,0.909,0.450,ROD
"Ipratropium Bromide",0,24,332.5,8.97,0.362,0.873,0.274,DISC
"Ipratropium bromide monohydrate",0,24,332.5,8.97,0.362,0.873,0.274,DISC
"Ipriflavone (Osteofix)",0,21,280.3,12.76,0.097,0.935,0.736,ROD
"Iproniazid",0,13,179.2,7.45,0.187,0.928,0.542,ROD
"Iproniazid phosphate",0,13,179.2,7.45,0.187,0.928,0.542,ROD
"Irbesartan",0,32,428.5,12.73,0.329,0.948,0.323,ROD
"Irbinitinib (ARRY-380, ONT-380)",0,36,480.5,18.09,0.154,0.919,0.608,ROD
"Irinotecan",0,43,586.7,22.04,0.062,0.968,0.825,ROD
"Irinotecan HCl Trihydrate",0,43,586.7,22.04,0.062,0.968,0.825,ROD
"Irinotecan hydrochloride",0,43,586.7,22.04,0.062,0.968,0.825,ROD
"Irisflorentin",0,28,386.4,12.90,0.168,0.900,0.578,ROD
"Iron sucrose",0,23,342.3,9.55,0.319,0.891,0.329,ROD
"Irsogladine",0,16,256.1,8.36,0.329,0.767,0.317,ROD
"Isatin",0,11,147.1,5.89,0.272,0.728,0.407,ROD
"Isavuconazole",0,31,437.5,12.57,0.409,0.881,0.223,DISC
"Isepamicin Sulphate",0,39,569.6,11.60,0.509,0.813,0.137,DISC
"Isoconazole nitrate",0,25,416.1,10.76,0.445,0.891,0.190,DISC
"Isoetharine Mesylate",0,17,239.3,8.88,0.292,0.949,0.373,ROD
"Isoeugenol",0,12,164.2,6.50,0.326,0.757,0.322,ROD
"Isofraxidin",0,16,222.2,8.30,0.317,0.683,0.350,DISC
"isoleucine",0,9,131.2,5.70,0.316,0.797,0.332,ROD
"Isoliquiritigenin",0,19,256.3,11.98,0.113,0.947,0.700,ROD
"Isomalt",0,23,344.3,11.49,0.223,0.931,0.478,ROD
"Isoniazid",0,10,137.1,6.46,0.175,0.843,0.566,ROD
"Isonicotinic acid",0,9,123.1,5.05,0.216,0.784,0.492,ROD
"Isoprenaline HCl",0,15,211.3,9.08,0.153,0.921,0.610,ROD
"Isopropamide Iodide",0,26,353.5,9.92,0.430,0.825,0.201,DISC
"Isopropyl myristate",0,19,270.5,13.17,0.140,0.917,0.638,ROD
"Isoproterenol sulfate dihydrate",0,15,211.3,9.08,0.153,0.921,0.610,ROD
"Isoquercitrin",0,33,464.4,11.97,0.507,0.573,0.199,DISC
"Isorhamnetin",0,23,316.3,10.72,0.224,0.836,0.473,ROD
"Isosorbide",0,10,146.1,5.37,0.359,0.824,0.276,DISC
"Isosorbide dinitrate",0,16,236.1,8.74,0.196,0.913,0.525,ROD
"Isosorbide Mononitrate",0,13,191.1,6.22,0.389,0.857,0.242,DISC
"Isosulfan Blue",0,37,544.7,12.53,0.457,0.819,0.177,DISC
"Isotretinoin",0,22,300.4,13.39,0.122,0.952,0.679,ROD
"Isoxsuprine hydrochloride",0,22,301.4,10.83,0.310,0.881,0.340,ROD
"Isradipine",0,27,371.4,9.59,0.560,0.674,0.125,SPHERE
"Itopride hydrochloride",0,26,358.4,15.61,0.124,0.980,0.677,ROD
"Itraconazole",0,49,705.6,23.19,0.129,0.913,0.663,ROD
"Ivabradine HCl",0,34,468.6,17.30,0.121,0.943,0.682,ROD
"Ivacaftor (VX-770)",0,29,392.5,13.70,0.150,0.872,0.616,ROD
"Ivosidenib (AG-120)",0,41,583.0,14.35,0.411,0.857,0.220,DISC
"Ixazomib (MLN2238)",0,23,361.0,10.38,0.358,0.868,0.279,DISC
"Ixazomib citrate",0,34,517.1,12.29,0.345,0.921,0.299,ROD
"Ixazomib Citrate (MLN9708)",0,34,517.1,12.29,0.345,0.921,0.299,ROD
"Josamycin",0,58,828.0,14.93,0.451,0.940,0.191,DISC
"Kaempferol",0,21,286.2,10.74,0.199,0.821,0.520,ROD
"Kanamycin sulfate",0,33,484.5,14.12,0.245,0.971,0.447,ROD
"Kasugamycin hydrochloride",0,26,379.4,13.73,0.152,0.946,0.614,ROD
"Kasugamycin hydrochloride hydrate",0,26,379.4,13.73,0.152,0.946,0.614,ROD
"Ketanserin",0,29,395.4,10.30,0.360,0.824,0.275,DISC
"Ketoconazole",0,36,531.4,18.68,0.127,0.927,0.668,ROD
"Ketoconazole",0,36,531.4,18.68,0.127,0.927,0.668,ROD
"Ketoconazole",0,36,531.4,18.68,0.127,0.927,0.668,ROD
"Ketorolac",0,19,255.3,8.96,0.250,0.861,0.429,ROD
"Ketorolac tromethamine salt",0,19,255.3,8.96,0.250,0.861,0.429,ROD
"Ketotifen Fumarate",0,22,309.4,8.37,0.526,0.731,0.133,DISC
"Kinetin",0,16,215.2,7.74,0.260,0.924,0.416,ROD
"Kinetin",0,16,215.2,7.74,0.260,0.924,0.416,ROD
"Kinetin Riboside",0,25,347.3,14.29,0.110,0.964,0.709,ROD
"Kitasamycin",0,55,786.0,18.01,0.286,0.910,0.377,ROD
"Kojic acid",0,10,142.1,6.25,0.233,0.810,0.458,ROD
"L-(-)-��-Methyldopa hydrate",0,15,211.2,7.97,0.252,0.898,0.427,ROD
"L-(+)-Arabinose",0,10,150.1,4.31,0.638,0.720,0.078,SPHERE
"L-(+)-Arabinose",0,10,150.1,5.48,0.430,0.810,0.202,DISC
"L-(+)-Rhamnose Monohydrate",0,11,164.2,5.39,0.582,0.823,0.092,SPHERE
"L-162,313",0,40,582.8,13.92,0.316,0.945,0.339,ROD
"L-165,041",0,29,402.4,9.53,0.527,0.584,0.180,DISC
"L-5-Hydroxytryptophan",0,16,220.2,8.17,0.268,0.852,0.400,ROD
"L-701,324",0,26,363.8,11.42,0.234,0.848,0.456,ROD
"L-Alanine",0,6,89.1,3.64,0.397,0.631,0.270,DISC
"L-Alpha-(Aminoethoxyvinyl)Glycine Hcl",0,11,160.2,8.20,0.128,0.912,0.665,ROD
"L-arginine",0,12,174.2,6.81,0.261,0.970,0.421,ROD
"L-Arginine HCl (L-Arg)",0,12,174.2,6.81,0.261,0.970,0.421,ROD
"L-Asparagine",0,9,132.1,4.79,0.425,0.811,0.206,DISC
"L-aspartic Acid",0,9,133.1,5.35,0.323,0.838,0.321,ROD
"L-Aspartic Acid (Sodium Salt)",0,9,133.1,5.35,0.323,0.838,0.321,ROD
"L-carnitine",0,11,161.2,5.38,0.497,0.735,0.152,DISC
"L-Carnitine hydrochloride",0,11,162.2,5.84,0.399,0.873,0.233,DISC
"L-Citrulline",0,12,175.2,5.61,0.425,0.821,0.206,DISC
"L-Cycloserine",0,7,102.1,3.65,0.447,0.577,0.245,DISC
"L-cysteine",0,7,121.2,4.71,0.289,0.743,0.377,ROD
"L-Cysteine HCl",0,7,121.2,4.71,0.289,0.743,0.377,ROD
"L-Dopa",0,14,197.2,7.86,0.238,0.930,0.453,ROD
"L-Fucose",0,11,164.2,4.79,0.555,0.615,0.148,SPHERE
"L-Glutamic acid monosodium salt",0,10,147.1,5.90,0.343,0.836,0.295,ROD
"L-Glutamine",0,10,146.1,5.86,0.260,0.959,0.422,ROD
"L-Histidine monohydrochloride monohydrate",0,11,155.2,5.85,0.291,0.862,0.366,ROD
"L-Hydroxyproline",0,9,131.1,5.27,0.238,0.859,0.449,ROD
"L-Lactic acid",0,6,90.1,3.63,0.401,0.711,0.242,DISC
"L-Leucine",0,9,131.2,5.51,0.237,0.866,0.450,ROD
"L-lysine",0,10,146.2,6.77,0.187,0.937,0.544,ROD
"L-Lysine hydrochloride",0,10,146.2,7.44,0.127,0.972,0.670,ROD
"L-methionine",0,9,149.2,5.31,0.315,0.871,0.333,ROD
"L-Ornithine",0,9,132.2,6.84,0.188,0.844,0.540,ROD
"L-Ornithine hydrochloride",0,9,132.2,6.04,0.280,0.932,0.387,ROD
"L-Proline",0,8,115.1,4.23,0.325,0.794,0.320,ROD
"L-Pyroglutamic acid",0,9,129.1,5.73,0.211,0.815,0.498,ROD
"L-Rhamnose monohydrate",0,11,164.2,5.39,0.582,0.823,0.092,SPHERE
"L-SelenoMethionine",0,9,196.1,5.63,0.242,0.857,0.442,ROD
"L-serine",0,7,105.1,4.34,0.393,0.650,0.267,DISC
"L-Theanine",0,12,174.2,8.09,0.159,0.918,0.597,ROD
"L-Threitol",0,8,122.1,4.42,0.487,0.628,0.188,DISC
"L-Threonine",0,8,119.1,4.39,0.446,0.791,0.187,DISC
"L-Thyroxine",0,24,776.9,13.52,0.449,0.970,0.197,DISC
"L-Thyroxine sodium salt pentahydrate",0,24,776.9,12.68,0.495,0.954,0.156,DISC
"L-Tryptophan",0,15,204.2,7.60,0.309,0.860,0.340,ROD
"L-Valine",0,8,117.1,4.97,0.370,0.838,0.263,DISC
"L-Xylose",0,10,150.1,5.99,0.386,0.792,0.247,DISC
"L(+)-Arabinose",0,10,150.1,4.54,0.657,0.943,0.060,SPHERE
"L(+)-Asparagine monohydrate",0,9,132.1,4.79,0.425,0.811,0.206,DISC
"Labetalol HCl",0,24,328.4,9.67,0.405,0.707,0.238,DISC
"Lacidipine",0,33,455.6,9.93,0.639,0.777,0.068,SPHERE
"Lactitol",0,23,344.3,8.90,0.359,0.850,0.277,DISC
"Lactitol monohydrate",0,23,344.3,8.90,0.359,0.850,0.277,DISC
"Lactobionic acid",0,24,358.3,10.35,0.280,0.836,0.382,ROD
"Lactose",0,23,342.3,8.60,0.384,0.929,0.255,DISC
"Lactulose",0,23,342.3,9.57,0.307,0.806,0.344,ROD
"Lafutidine",0,30,431.6,10.62,0.481,0.633,0.191,DISC
"Lamivudine",0,15,229.3,7.90,0.213,0.883,0.492,ROD
"Lamotrigine",0,16,256.1,9.13,0.224,0.894,0.474,ROD
"Landiolol hydrochloride",0,36,509.6,14.22,0.216,0.840,0.487,ROD
"Lansoprazole",0,25,369.4,15.02,0.106,0.954,0.716,ROD
"Lansoprazole",0,25,369.4,15.02,0.106,0.954,0.716,ROD
"Lansoprazole",0,25,369.4,15.02,0.106,0.954,0.716,ROD
"Lapatinib",0,40,581.1,18.90,0.182,0.917,0.553,ROD
"Lapatinib (GW-572016) Ditosylate",0,40,581.1,18.90,0.182,0.917,0.553,ROD
"Lapatinib ditosylate monohydrate",0,40,581.1,18.90,0.182,0.917,0.553,ROD
"Lappaconite HBr",0,42,584.7,15.62,0.221,0.916,0.480,ROD
"Lappaconitine",0,42,584.7,14.72,0.308,0.937,0.349,ROD
"Laquinimod",0,25,356.8,9.66,0.487,0.848,0.153,DISC
"Larotrectinib",0,31,428.4,10.75,0.426,0.687,0.222,DISC
"Larotrectinib (LOXO-101) sulfate",0,31,428.4,10.75,0.426,0.687,0.222,DISC
"Lasalocid Sodium",0,42,590.8,13.98,0.297,0.936,0.364,ROD
"Lasmiditan",0,27,377.4,12.91,0.199,0.851,0.519,ROD
"Lasmiditan succinate",0,27,377.4,12.91,0.199,0.851,0.519,ROD
"Latamoxef sodium",0,36,520.5,10.93,0.515,0.888,0.134,DISC
"Latrepirdine 2HCl",0,24,319.5,10.93,0.397,0.768,0.236,DISC
"Lauric Acid",0,14,200.3,7.19,0.395,0.778,0.238,DISC
"Laurocapram",0,20,281.5,7.91,0.446,0.716,0.197,DISC
"Lawsone",0,13,174.2,6.48,0.378,0.622,0.295,DISC
"Ledipasvir (GS5885)",0,65,889.0,25.81,0.080,0.989,0.781,ROD
"Ledipasvir acetone",0,65,889.0,25.81,0.080,0.989,0.781,ROD
"Lefamulin acetate (Xenleta)",0,35,507.7,11.41,0.339,0.844,0.300,ROD
"Leflunomide",0,19,270.2,10.99,0.077,0.944,0.787,ROD
"Lenalidomide (CC-5013)",0,19,259.3,9.45,0.211,0.906,0.498,ROD
"Lenvatinib (E7080)",0,30,426.9,16.69,0.134,0.966,0.654,ROD
"lenvatinib Mesylate",0,30,426.9,16.69,0.134,0.966,0.654,ROD
"Lercanidipine",0,45,611.7,12.17,0.580,0.837,0.092,SPHERE
"Lercanidipine hydrochloride",0,45,611.7,12.17,0.580,0.837,0.092,SPHERE
"Lesinurad sodium",0,24,404.3,9.67,0.535,0.776,0.121,DISC
"Letermovir(AIC246)",0,41,572.6,12.87,0.466,0.763,0.173,DISC
"Letrozole",0,22,285.3,11.63,0.370,0.729,0.272,DISC
"Leucovorin Calcium Pentahydrate",0,34,473.4,16.31,0.179,0.943,0.560,ROD
"levalbuterol tartrate",0,17,239.3,10.32,0.149,0.906,0.619,ROD
"Levamisole Hcl",0,14,204.3,8.28,0.145,0.931,0.627,ROD
"Levamisole hydrochloride",0,14,204.3,8.28,0.145,0.931,0.627,ROD
"Levamlodipine",0,28,408.9,10.89,0.514,0.792,0.134,DISC
"Levetiracetam",0,12,170.2,5.87,0.476,0.859,0.162,DISC
"Levobetaxolol HCl",0,22,307.4,13.26,0.166,0.890,0.582,ROD
"Levobupivacaine",0,21,288.4,10.16,0.281,0.905,0.383,ROD
"Levobupivacaine HCl",0,21,288.4,10.16,0.281,0.905,0.383,ROD
"Levocetirizine",0,27,388.9,10.77,0.405,0.955,0.237,DISC
"Levocetirizine Dihydrochloride",0,27,388.9,10.77,0.405,0.955,0.237,DISC
"Levodropropizine",0,17,236.3,9.67,0.156,0.946,0.607,ROD
"Levofloxacin",0,26,361.4,11.97,0.212,0.819,0.496,ROD
"Levofloxacin",0,26,361.4,11.97,0.212,0.819,0.496,ROD
"Levofloxacin hydrate",0,26,361.4,11.97,0.212,0.819,0.496,ROD
"Levoleucovorin calcium",0,34,473.4,17.37,0.142,0.932,0.635,ROD
"Levomilnacipran Hydrochloride",0,18,246.4,8.19,0.500,0.714,0.154,DISC
"Levonorgestrel",0,23,312.5,10.90,0.213,0.984,0.503,ROD
"Levosimendan",0,21,280.3,13.45,0.080,0.933,0.779,ROD
"Levosulpiride",0,23,341.4,10.89,0.221,0.905,0.479,ROD
"Levothyroxine sodium",0,24,776.9,13.52,0.449,0.970,0.197,DISC
"Levulinic acid",0,8,116.1,6.22,0.140,0.860,0.638,ROD
"Lidocaine",0,17,234.3,9.13,0.249,0.893,0.432,ROD
"Lidocaine hydrochloride",0,17,234.3,9.13,0.249,0.893,0.432,ROD
"Lifitegrast",0,41,615.5,19.54,0.137,0.949,0.647,ROD
"Ligustilide",0,14,190.2,7.58,0.294,0.787,0.363,ROD
"Ligustrazine hydrochloride",0,10,136.2,5.70,0.349,0.651,0.318,DISC
"Linalool",0,11,154.3,7.59,0.192,0.906,0.532,ROD
"Linalyl Acetate",0,14,196.3,6.50,0.497,0.751,0.150,DISC
"Lincomycin HCl",0,27,406.5,14.58,0.168,0.894,0.578,ROD
"Lincomycin Hydrochloride Monohydrate",0,27,406.5,14.58,0.168,0.894,0.578,ROD
"Linezolid",0,24,337.4,11.92,0.173,0.888,0.569,ROD
"Linoleic acid",0,20,280.5,15.48,0.113,0.964,0.701,ROD
"Liquiritin",0,30,418.4,14.79,0.137,0.978,0.650,ROD
"Liranaftate",0,23,328.4,10.80,0.273,0.821,0.393,ROD
"Lisinopril dihydrate",0,29,405.5,9.29,0.617,0.787,0.076,SPHERE
"Lithocholic acid",0,27,376.6,13.44,0.139,0.980,0.646,ROD
"Lobeline hydrochloride",0,25,337.5,11.11,0.319,0.828,0.327,ROD
"Lodoxamide Tromethamine",0,21,311.6,12.00,0.247,0.753,0.442,ROD
"Loganin",0,27,390.4,11.21,0.287,0.802,0.372,ROD
"Lomefloxacin",0,25,351.4,11.62,0.188,0.854,0.539,ROD
"Lomefloxacin HCl",0,25,351.4,11.62,0.188,0.854,0.539,ROD
"Lomerizine 2HCl",0,34,468.5,13.83,0.276,0.872,0.388,ROD
"Lomitapide",0,50,693.7,15.89,0.326,0.959,0.328,ROD
"Lomitapide Mesylate",0,50,693.7,15.89,0.326,0.959,0.328,ROD
"Lomustine",0,15,233.7,8.10,0.277,0.827,0.386,ROD
"Lonafarnib",0,36,638.8,16.18,0.358,0.783,0.279,DISC
"Loperamide HCl",0,34,477.0,12.56,0.346,0.862,0.293,ROD
"Lopinavir",0,46,628.8,13.83,0.533,0.689,0.138,DISC
"Loratadine",0,27,382.9,13.24,0.309,0.769,0.343,ROD
"Loratadine",0,27,382.9,13.24,0.309,0.769,0.343,ROD
"Lorlatinib?(PF-6463922)",0,30,406.4,12.09,0.324,0.821,0.320,ROD
"Lornoxicam",0,23,371.8,12.26,0.206,0.820,0.506,ROD
"Losartan",0,30,422.9,12.32,0.290,0.835,0.367,ROD
"Losartan Potassium (DuP 753)",0,30,422.9,12.32,0.290,0.835,0.367,ROD
"Loteprednol etabonate",0,32,467.0,12.24,0.303,0.930,0.354,ROD
"Lovastatin",0,29,404.5,12.59,0.271,0.907,0.399,ROD
"Loxapine",0,23,327.8,9.90,0.492,0.621,0.187,DISC
"Loxoprofen",0,18,246.3,10.32,0.111,0.965,0.705,ROD
"Loxoprofen Sodium",0,18,246.3,10.32,0.111,0.965,0.705,ROD
"Lubiprostone",0,27,390.5,14.87,0.118,0.941,0.687,ROD
"Luliconazole",0,21,354.3,13.30,0.124,0.974,0.678,ROD
"Lumefantrine",0,35,529.0,15.68,0.351,0.730,0.294,DISC
"Lumiracoxib",0,20,293.7,9.13,0.423,0.713,0.219,DISC
"lurasidone",0,35,492.7,16.25,0.144,0.935,0.631,ROD
"Lusutrombopag",0,39,591.6,21.00,0.085,0.986,0.769,ROD
"lutein",0,42,568.9,29.14,0.029,0.990,0.916,ROD
"Luteolin",0,21,286.2,10.71,0.166,0.865,0.583,ROD
"Luteolin",0,21,286.2,10.71,0.166,0.865,0.583,ROD
"Ly-294,002 Hydrochloride",0,23,307.3,9.23,0.441,0.599,0.239,DISC
"LY-367,265",0,32,452.6,12.79,0.238,0.813,0.449,ROD
"Macitentan",0,32,588.3,11.87,0.381,0.733,0.259,DISC
"Madecassic acid",0,36,504.7,13.01,0.219,0.941,0.486,ROD
"Mafenide Acetate",0,12,186.2,7.56,0.155,0.950,0.608,ROD
"Mafenide hydrochloride",0,12,186.2,7.56,0.155,0.950,0.608,ROD
"Magnolin",0,30,416.5,11.85,0.326,0.926,0.323,ROD
"Malachite green",0,25,329.5,11.84,0.377,0.696,0.271,DISC
"Maleic acid",0,8,116.1,5.31,0.251,0.929,0.432,ROD
"Maleimide",0,28,378.4,11.08,0.364,0.745,0.277,DISC
"Malic acid",0,9,134.1,5.17,0.398,0.880,0.235,DISC
"Malonic acid",0,7,104.1,4.70,0.241,0.899,0.445,ROD
"Maltitol",0,23,344.3,9.28,0.356,0.836,0.279,DISC
"Maltol",0,9,126.1,4.92,0.440,0.560,0.261,DISC
"Maltose",0,23,342.3,10.02,0.264,0.902,0.409,ROD
"Maltose monohydrate",0,23,342.3,10.02,0.264,0.902,0.409,ROD
"Maltotriose",0,34,504.4,14.80,0.171,0.922,0.575,ROD
"Maltotriose",0,34,504.4,14.80,0.171,0.922,0.575,ROD
"Manidipine",0,45,610.7,15.82,0.281,0.919,0.385,ROD
"Manidipine 2HCl",0,45,610.7,15.82,0.281,0.919,0.385,ROD
"Maprotiline HCl",0,21,277.4,9.21,0.442,0.766,0.194,DISC
"Maraviroc",0,37,513.7,16.16,0.155,0.923,0.606,ROD
"Marbofloxacin",0,26,362.4,12.93,0.198,0.840,0.521,ROD
"Marimastat (BB-2516)",0,23,331.4,9.92,0.456,0.694,0.193,DISC
"Masitinib (AB1010)",0,36,498.7,14.49,0.332,0.691,0.328,DISC
"Mebendazole",0,22,295.3,13.85,0.082,0.960,0.774,ROD
"Mebeverine Hydrochloride",0,31,429.6,19.84,0.088,0.936,0.758,ROD
"Mebhydrolin napadisylate",0,21,276.4,8.46,0.446,0.696,0.201,DISC
"Mebrofenin",0,23,387.2,10.85,0.279,0.939,0.390,ROD
"Mecamylamine Hydrochloride",0,12,167.3,4.91,0.640,0.902,0.064,SPHERE
"Mechlorethamine",0,8,156.1,6.67,0.096,0.983,0.743,ROD
"Mechlorethamine HCl",0,8,156.1,6.67,0.096,0.983,0.743,ROD
"Meclizine 2HCl",0,28,391.0,9.85,0.500,0.894,0.145,DISC
"Meclocycline Sulfosalicylate",0,33,476.9,11.35,0.346,0.969,0.305,ROD
"Meclofenamate Sodium",0,19,296.2,7.69,0.512,0.788,0.136,DISC
"Meclofenoxate (Centrophenoxine) HCl",0,17,257.7,7.67,0.338,0.796,0.303,ROD
"Meclofenoxate Hydrochloride",0,17,257.7,7.67,0.338,0.796,0.303,ROD
"Medrysone",0,25,344.5,12.03,0.188,0.901,0.539,ROD
"Mefloquine HCl",0,26,378.3,10.54,0.386,0.754,0.250,DISC
"Megestrol",0,28,384.5,12.42,0.223,0.963,0.482,ROD
"Meglumine",0,13,195.2,7.63,0.393,0.813,0.239,DISC
"Meisoindigo",0,21,276.3,9.59,0.264,0.757,0.413,ROD
"Melamine",0,9,126.1,4.62,0.500,0.500,0.250,DISC
"Melatonin",0,17,232.3,7.80,0.391,0.727,0.249,DISC
"Melibiose",0,23,342.3,9.79,0.287,0.910,0.374,ROD
"Meloxicam",0,23,351.4,12.35,0.175,0.859,0.565,ROD
"Memantine HCl",0,13,179.3,5.05,0.753,0.773,0.035,SPHERE
"Menadione",0,13,172.2,6.60,0.393,0.607,0.284,DISC
"Menadione bisulfite sodium",0,13,172.2,6.60,0.393,0.607,0.284,DISC
"Menbutone",0,19,258.3,9.76,0.234,0.802,0.458,ROD
"Menthone",0,11,154.3,5.96,0.365,0.819,0.269,DISC
"Mepenzolate Bromide",0,25,340.4,10.16,0.399,0.851,0.232,DISC
