name,hit,heavy_atoms,mw,length_A,npr1,npr2,asphericity,shape_class
"Sodium Thiocyanate",0,3,59.1,2.85,0.000,1.000,1.000,ROD
"Sofalcone",0,33,450.5,16.76,0.182,0.890,0.551,ROD
"Sofosbuvir (PSI-7977, GS-7977)",0,36,529.5,13.91,0.303,0.882,0.350,ROD
"Solifenacin",0,27,362.5,11.13,0.298,0.873,0.357,ROD
"Solifenacin succinate",0,27,362.5,11.13,0.298,0.873,0.357,ROD
"Sonidegib (Erismodegib, NVP-LDE225)",0,35,485.5,19.84,0.078,0.960,0.784,ROD
"Sophoricoside",0,31,432.4,16.02,0.108,0.995,0.716,ROD
"Sophoridine",0,18,248.4,7.54,0.361,0.729,0.283,DISC
"Sorafenib",0,32,464.8,16.67,0.107,0.964,0.715,ROD
"Sorafenib Tosylate",0,32,464.8,16.67,0.107,0.964,0.715,ROD
"Sorbic acid",0,8,112.1,7.33,0.065,0.935,0.819,ROD
"Sorbitol",0,12,182.2,5.77,0.376,0.869,0.258,DISC
"Sotagliflozin (LX4211)",0,28,424.9,12.39,0.329,0.858,0.314,ROD
"Sotalol HCl",0,18,272.4,12.47,0.077,0.976,0.787,ROD
"SP600125",0,17,220.2,7.47,0.320,0.680,0.348,DISC
"Sparfloxacin",0,28,392.4,10.66,0.326,0.788,0.319,ROD
"Sparteine",0,17,234.4,7.90,0.289,0.934,0.375,ROD
"Spectinomycin 2HCl",0,23,332.4,9.21,0.361,0.745,0.280,DISC
"Spectinomycin dihydrochloride pentahydrate",0,23,332.4,9.21,0.361,0.745,0.280,DISC
"Spermine",0,14,202.3,9.64,0.299,0.742,0.361,ROD
"Spermine Tetrahydrochloride",0,14,202.3,9.64,0.299,0.742,0.361,ROD
"Spiramycin",0,59,843.1,14.89,0.573,0.717,0.108,SPHERE
"Spironolactone",0,29,416.6,12.39,0.303,0.808,0.349,ROD
"Squalane",0,30,422.8,13.55,0.380,0.812,0.253,DISC
"Squalene",0,30,410.7,11.75,0.706,0.918,0.040,SPHERE
"Stachyose",0,45,666.6,13.57,0.504,0.706,0.153,DISC
"Staurosporine",0,35,466.5,10.88,0.524,0.577,0.185,DISC
"Stavudine (d4T)",0,16,224.2,9.35,0.173,0.904,0.570,ROD
"Stearic acid",0,20,284.5,12.75,0.220,0.821,0.481,ROD
"Stevioside",0,56,804.9,17.98,0.234,0.898,0.457,ROD
"Stiripentol",0,17,234.3,10.74,0.099,0.961,0.733,ROD
"Streptomycin sulfate",0,40,581.6,13.29,0.398,0.816,0.233,DISC
"Streptomycin Sulfate",0,40,581.6,13.29,0.398,0.816,0.233,DISC
"Streptozotocin (STZ)",0,18,265.2,9.90,0.227,0.847,0.467,ROD
"Succimer",0,10,182.2,5.03,0.599,0.825,0.082,SPHERE
"Succinic acid",0,8,118.1,4.92,0.320,0.961,0.336,ROD
"Succinylcholine Chloride Dihydrate",0,20,290.4,13.33,0.085,0.994,0.769,ROD
"Succinylsulfathiazole",0,23,355.4,14.27,0.098,0.988,0.738,ROD
"Sucralose",0,23,397.6,8.93,0.474,0.814,0.163,DISC
"Sucrose",0,23,342.3,8.05,0.526,0.925,0.129,DISC
"Sulbactam",0,15,233.2,5.74,0.665,0.782,0.058,SPHERE
"Sulbactam sodium",0,15,233.2,5.74,0.665,0.782,0.058,SPHERE
"Sulbenicillin Sodium",0,27,414.5,12.42,0.219,0.973,0.491,ROD
"Sulbutiamine",0,48,702.9,14.51,0.553,0.800,0.109,SPHERE
"Sulconazole Nitrate",0,24,397.8,12.70,0.259,0.902,0.416,ROD
"Sulconazole Nitrate",0,24,397.8,12.70,0.259,0.902,0.416,ROD
"Sulfabenzamide",0,19,276.3,9.95,0.290,0.888,0.369,ROD
"Sulfabenzamide",0,19,276.3,9.95,0.290,0.888,0.369,ROD
"Sulfacetamide",0,14,214.2,7.83,0.342,0.863,0.297,ROD
"Sulfacetamide",0,14,214.2,7.83,0.342,0.863,0.297,ROD
"Sulfacetamide Sodium",0,14,214.2,7.83,0.342,0.863,0.297,ROD
"Sulfacetamide sodium salt hydrate",0,14,214.2,7.83,0.342,0.863,0.297,ROD
"Sulfachloropyridazine",0,18,284.7,9.07,0.305,0.788,0.348,ROD
"Sulfachlorpyridazine",0,18,284.7,9.07,0.305,0.788,0.348,ROD
"Sulfadiazine",0,17,250.3,8.75,0.330,0.807,0.313,ROD
"Sulfadiazine",0,17,250.3,8.75,0.330,0.807,0.313,ROD
"Sulfadimethoxine",0,21,310.3,10.38,0.328,0.761,0.319,ROD
"SulfadiMethoxine sodium",0,21,310.3,10.38,0.328,0.761,0.319,ROD
"Sulfadoxine",0,21,310.3,10.55,0.252,0.831,0.425,ROD
"Sulfaguanidine",0,14,214.2,8.54,0.204,0.921,0.512,ROD
"Sulfaguanidine",0,14,214.2,8.54,0.204,0.921,0.512,ROD
"sulfaisodimidine",0,19,278.3,8.18,0.509,0.725,0.145,DISC
"Sulfalene(SMPZ)",0,19,280.3,10.49,0.253,0.835,0.423,ROD
"Sulfamerazine",0,18,264.3,8.59,0.384,0.760,0.252,DISC
"Sulfamerazine",0,18,264.3,8.59,0.384,0.760,0.252,DISC
"Sulfameter",0,19,280.3,9.04,0.328,0.778,0.317,ROD
"Sulfameter",0,19,280.3,9.04,0.328,0.778,0.317,ROD
"Sulfamethazine",0,19,278.3,10.05,0.335,0.799,0.306,ROD
"Sulfamethazine",0,19,278.3,10.05,0.335,0.799,0.306,ROD
"Sulfamethazine Sodium Salt",0,19,278.3,10.05,0.335,0.799,0.306,ROD
"Sulfamethizole",0,17,270.3,10.41,0.213,0.859,0.493,ROD
"Sulfamethizole",0,17,270.3,10.41,0.213,0.859,0.493,ROD
"Sulfamethoxazole",0,17,253.3,7.86,0.423,0.771,0.210,DISC
"Sulfamethoxazole",0,17,253.3,7.86,0.423,0.771,0.210,DISC
"Sulfamethoxazole sodium",0,17,253.3,7.86,0.423,0.771,0.210,DISC
"Sulfamethoxypyridazine",0,19,280.3,8.84,0.342,0.770,0.300,ROD
"Sulfamethoxypyridazine",0,19,280.3,8.84,0.342,0.770,0.300,ROD
"Sulfamonomethoxine",0,19,280.3,8.74,0.368,0.788,0.267,DISC
"Sulfamonomethoxine",0,19,280.3,8.74,0.368,0.788,0.267,DISC
"Sulfanilamide",0,11,172.2,6.57,0.186,0.917,0.544,ROD
"Sulfanitran",0,23,335.3,9.61,0.469,0.643,0.197,DISC
"Sulfaphenazole",0,22,314.4,7.55,0.649,0.812,0.061,SPHERE
"Sulfaphenazole",0,22,314.4,7.55,0.649,0.812,0.061,SPHERE
"Sulfaphenazole",0,22,314.4,7.55,0.649,0.812,0.061,SPHERE
"Sulfapyridine",0,17,249.3,8.65,0.350,0.789,0.289,ROD
"Sulfapyridine",0,17,249.3,8.65,0.350,0.789,0.289,ROD
"Sulfaquinoxaline sodium",0,21,300.3,8.63,0.376,0.708,0.270,DISC
"Sulfasalazine",0,28,398.4,14.76,0.122,0.913,0.677,ROD
"Sulfathiazole",0,16,255.3,9.31,0.210,0.865,0.498,ROD
"Sulfathiazole",0,16,255.3,9.31,0.210,0.865,0.498,ROD
"Sulfathiazole sodium",0,16,255.3,9.31,0.210,0.865,0.498,ROD
"Sulfisoxazole",0,18,267.3,11.01,0.159,0.925,0.598,ROD
"Sulfisoxazole",0,18,267.3,11.01,0.159,0.925,0.598,ROD
"Sulfisoxazole",0,18,267.3,11.01,0.159,0.925,0.598,ROD
"Sulfogaiacol",0,13,204.2,6.63,0.261,0.816,0.411,ROD
"Sulindac",0,25,356.4,12.76,0.192,0.867,0.531,ROD
"Sulisobenzone",0,21,308.3,9.99,0.319,0.750,0.332,ROD
"Sulphadimethoxine",0,21,310.3,10.38,0.328,0.761,0.319,ROD
"Sulpiride",0,23,341.4,11.74,0.187,0.913,0.543,ROD
"Sultamicillin",0,40,594.7,16.58,0.166,0.910,0.583,ROD
"Sultamicillin Tosylate",0,40,594.7,16.58,0.166,0.910,0.583,ROD
"Sumatriptan Succinate",0,20,295.4,10.29,0.268,0.828,0.400,ROD
"Sunitinib",0,29,398.5,14.92,0.158,0.968,0.605,ROD
"Sunitinib Malate",0,29,398.5,14.92,0.158,0.968,0.605,ROD
"Suplatast Tosylate",0,22,328.5,11.77,0.155,0.935,0.607,ROD
"Suprofen",0,18,260.3,10.57,0.132,0.943,0.658,ROD
"Suxibuzone",0,32,438.5,11.48,0.595,0.832,0.085,SPHERE
"Swertiamarin",0,26,374.3,10.67,0.245,0.875,0.437,ROD
"Synephrine",0,12,167.2,7.88,0.232,0.847,0.460,ROD
"Synephrine HCl",0,12,167.2,7.88,0.232,0.847,0.460,ROD
"Tacrine HCl",0,15,198.3,7.49,0.236,0.770,0.459,ROD
"Tacrine hydrochloride hydrate",0,15,198.3,7.49,0.236,0.770,0.459,ROD
"Tacrolimus (FK506)",0,57,804.0,17.46,0.398,0.918,0.238,DISC
"Tadalafil",0,29,389.4,10.32,0.558,0.658,0.131,SPHERE
"Tafamidis",0,20,308.1,11.89,0.148,0.852,0.621,ROD
"Talniflumate",0,30,414.3,13.89,0.190,0.913,0.536,ROD
"Tamibarotene",0,26,351.4,13.83,0.093,0.940,0.746,ROD
"Tamoxifen",0,28,371.5,12.50,0.345,0.776,0.296,ROD
"Tamoxifen Citrate",0,28,371.5,12.50,0.345,0.776,0.296,ROD
"Tamsulosin hydrochloride",0,28,408.5,9.94,0.554,0.772,0.110,SPHERE
"Tanshinone I",0,21,276.3,10.26,0.225,0.778,0.476,ROD
"Tanshinone IIA",0,22,294.4,10.11,0.224,0.804,0.475,ROD
"Tanshinone IIA sulfonate (sodium)",0,22,294.4,10.11,0.224,0.804,0.475,ROD
"Tartaric acid",0,10,150.1,4.34,0.678,0.943,0.052,SPHERE
"TAS-102",0,20,296.2,8.74,0.316,0.745,0.337,ROD
"Tasimelteon",0,18,245.3,10.52,0.153,0.924,0.612,ROD
"Taurine",0,7,125.1,5.10,0.289,0.983,0.383,ROD
"Taurocholic acid sodium salt",0,35,515.7,17.23,0.105,0.941,0.718,ROD
"Taurocholic acid sodium salt hydrate",0,35,515.7,17.23,0.105,0.941,0.718,ROD
"Taurolidine",0,17,284.4,10.50,0.084,0.992,0.773,ROD
"Tauroursodeoxycholic Acid (TUDCA)",0,34,499.7,17.07,0.152,0.910,0.612,ROD
"Tavaborole (AN-2690)",0,11,151.9,6.71,0.206,0.800,0.509,ROD
"Taxifolin (Dihydroquercetin)",0,22,304.3,8.51,0.433,0.861,0.199,DISC
"Taxol",0,62,853.9,15.16,0.478,0.763,0.163,DISC
"Tazarotene",0,25,351.5,15.55,0.073,0.936,0.796,ROD
"Tazemetostat (EPZ-6438)",0,42,572.8,17.55,0.335,0.771,0.309,ROD
"Tazobactam",0,20,300.3,7.89,0.471,0.906,0.169,DISC
"Tazobactam Sodium",0,20,300.3,7.89,0.471,0.906,0.169,DISC
"Tebipenem Pivoxil",0,33,497.6,14.52,0.397,0.681,0.253,DISC
"Tecovirimat",0,27,376.3,13.10,0.097,0.995,0.741,ROD
"Tedizolid",0,27,370.3,17.09,0.056,0.968,0.843,ROD
"Tedizolid Phosphate",0,31,450.3,16.86,0.106,0.956,0.716,ROD
"Tegafur (FT-207, NSC 148958)",0,14,200.2,7.55,0.212,0.869,0.494,ROD
"Tegaserod Maleate",0,22,301.4,12.65,0.193,0.832,0.531,ROD
"Telbivudine",0,17,242.2,8.02,0.316,0.801,0.332,ROD
"Telmisartan",0,39,514.6,16.07,0.266,0.797,0.405,ROD
"Telotristat Etiprate (LX 1606 Hippurate)",0,40,575.0,17.39,0.210,0.976,0.507,ROD
"Temocapril",0,32,476.6,10.22,0.570,0.818,0.098,SPHERE
"Temocapril HCl",0,32,476.6,10.22,0.570,0.818,0.098,SPHERE
"Temozolomide",0,14,194.2,7.76,0.233,0.767,0.465,ROD
"Teneligliptin hydrobromide",0,30,426.6,14.75,0.151,0.889,0.614,ROD
"Teniposide",0,46,656.7,16.60,0.275,0.907,0.392,ROD
"Tenofovir",0,19,287.2,8.67,0.377,0.765,0.259,DISC
"Tenofovir Alafenamide (GS-7340)",0,33,476.5,13.10,0.355,0.902,0.285,DISC
"Tenofovir alafenamide fumarate",0,33,476.5,13.10,0.355,0.902,0.285,DISC
"Tenofovir alafenamide hemifumarate",0,33,476.5,13.10,0.355,0.902,0.285,DISC
"Tenofovir Disoproxil",0,35,519.4,13.18,0.437,0.925,0.201,DISC
"Tenofovir Disoproxil Fumarate",0,35,519.4,13.18,0.437,0.925,0.201,DISC
"Tenofovir hydrate",0,35,519.4,13.18,0.437,0.925,0.201,DISC
"Tenoxicam",0,22,337.4,10.70,0.218,0.820,0.485,ROD
"Teprenone",0,24,330.6,10.39,0.507,0.863,0.138,DISC
"Terazosin HCl",0,28,387.4,15.59,0.110,0.902,0.705,ROD
"Terazosin HCl Dihydrate",0,28,387.4,15.59,0.110,0.902,0.705,ROD
"Terbinafine",0,22,291.4,12.82,0.133,0.924,0.654,ROD
"Terbinafine HCl",0,22,291.4,12.82,0.133,0.924,0.654,ROD
"Terbutaline Sulfate",0,16,225.3,8.64,0.261,0.837,0.410,ROD
"Terbutol",0,20,277.4,8.60,0.594,0.611,0.130,SPHERE
"Terconazole",0,36,532.5,19.29,0.112,0.954,0.703,ROD
"Terephthalic acid",0,12,166.1,7.44,0.124,0.876,0.673,ROD
"Terfenadine",0,35,471.7,16.34,0.149,0.928,0.620,ROD
"Terfenadine",0,35,471.7,16.34,0.149,0.928,0.620,ROD
"Teriflunomide",0,19,270.2,11.00,0.105,0.918,0.718,ROD
"Terpin hydrate",0,12,172.3,6.64,0.225,0.957,0.478,ROD
"Terpinen-4-ol",0,11,154.3,6.83,0.263,0.957,0.417,ROD
"Testosterone Enanthate",0,29,400.6,14.20,0.197,0.926,0.525,ROD
"Tetrabenazine (Xenazine)",0,23,317.4,13.04,0.144,0.909,0.629,ROD
"Tetracaine HCl",0,19,264.4,13.96,0.106,0.928,0.717,ROD
"Tetracycline",0,32,444.4,11.37,0.323,0.965,0.334,ROD
"Tetracycline HCl",0,32,444.4,11.37,0.323,0.965,0.334,ROD
"Tetracycline Hydrochloride",0,32,444.4,11.37,0.323,0.965,0.334,ROD
"Tetraethylammonium bromide",0,9,130.3,5.16,0.627,0.818,0.070,SPHERE
"Tetraethylammonium chloride",0,9,130.3,5.16,0.627,0.818,0.070,SPHERE
"Tetrahydropalmatine",0,26,355.4,11.31,0.350,0.915,0.292,DISC
"Tetrahydropalmatine hydrochloride",0,26,355.4,11.31,0.350,0.915,0.292,DISC
"Tetrahydrozoline HCl",0,15,200.3,7.04,0.346,0.829,0.292,ROD
"Tetramethylpyrazine",0,10,136.2,5.70,0.349,0.651,0.318,DISC
"Tetramisole HCl",0,14,204.3,7.81,0.172,0.948,0.574,ROD
"Tetrandrine",0,46,622.8,13.82,0.529,0.643,0.154,DISC
"Tetryzoline",0,15,200.3,7.04,0.346,0.829,0.292,ROD
"Tezacaftor?(VX-661)",0,37,520.5,15.55,0.211,0.911,0.498,ROD
"Thalidomide",0,19,258.2,9.17,0.251,0.899,0.429,ROD
"Thiabendazole",0,14,201.3,8.57,0.091,0.909,0.753,ROD
"Thiamethoxam",0,18,291.7,10.06,0.229,0.858,0.464,ROD
"Thiamine",0,18,265.4,9.48,0.291,0.889,0.367,ROD
"Thiamine HCl (Vitamin B1)",0,18,265.4,9.48,0.291,0.889,0.367,ROD
"Thiamine monochloride",0,18,265.4,9.48,0.291,0.889,0.367,ROD
"Thiamine nitrate",0,18,265.4,9.48,0.291,0.889,0.367,ROD
"Thiamine pyrophosphate hydrochloride",0,18,265.4,9.48,0.291,0.889,0.367,ROD
"Thiamphenicol",0,21,356.2,10.39,0.265,0.864,0.405,ROD
"Thioacetamide",0,4,75.1,2.78,0.306,0.694,0.363,DISC
"Thiocolchicoside",0,39,563.6,14.39,0.260,0.879,0.413,ROD
"Thioguanine",0,11,167.2,5.68,0.492,0.508,0.250,DISC
"Thioridazine hydrochloride",0,25,370.6,10.23,0.455,0.566,0.244,DISC
"Thioridazine Hydrochloride",0,25,370.6,10.23,0.455,0.566,0.244,DISC
"Thiotepa",0,11,189.2,5.26,0.812,0.905,0.014,SPHERE
"Thiothixene",0,30,443.6,11.30,0.485,0.696,0.169,DISC
"Thiourea",0,4,76.1,2.64,0.291,0.709,0.381,ROD
"Thiram",0,12,240.4,6.81,0.456,0.916,0.183,DISC
"Thonzylamine",0,21,286.4,10.54,0.323,0.785,0.324,ROD
"Thymidine",0,17,242.2,8.36,0.247,0.871,0.435,ROD
"Thymine",0,9,126.1,5.54,0.299,0.701,0.371,ROD
"Thymol",0,11,150.2,6.61,0.266,0.848,0.403,ROD
"Tiagabine hydrochloride",0,25,375.6,12.68,0.233,0.946,0.463,ROD
"Tiamulin",0,34,493.8,12.98,0.287,0.922,0.376,ROD
"Tiamulin fumarate",0,34,493.8,11.45,0.433,0.844,0.199,DISC
"Tianeptine",0,29,437.0,12.75,0.239,0.956,0.455,ROD
"Tianeptine sodium",0,29,437.0,12.75,0.239,0.956,0.455,ROD
"Tiapride Hydrochloride",0,22,328.4,11.54,0.146,0.913,0.626,ROD
"Tiaprofenic acid",0,18,260.3,10.04,0.180,0.938,0.558,ROD
"Ticagrelor",0,36,522.6,17.71,0.310,0.774,0.342,ROD
"Ticarcillin sodium",0,25,384.4,11.10,0.313,0.911,0.339,ROD
"Ticlopidine",0,17,263.8,7.06,0.444,0.880,0.190,DISC
"Ticlopidine HCl",0,17,263.8,7.06,0.444,0.880,0.190,DISC
"Tigecycline",0,42,585.7,15.60,0.228,0.885,0.467,ROD
"Tilmicosin",0,61,869.1,17.14,0.378,0.861,0.255,DISC
"Tilmicosin phosphate",0,61,869.1,17.14,0.378,0.861,0.255,DISC
"Tilorone dihydrochloride",0,30,410.6,17.40,0.136,0.920,0.646,ROD
"Timolol Maleate",0,21,316.4,10.10,0.376,0.762,0.260,DISC
"Timonacic",0,8,133.2,4.87,0.222,0.888,0.477,ROD
"Tinidazole",0,16,247.3,6.92,0.394,0.849,0.237,DISC
"Tinoridine hydrochloride",0,22,316.4,10.42,0.293,0.767,0.367,ROD
"Tioconazole",0,23,387.7,10.28,0.347,0.781,0.293,ROD
"Tiopronin",0,10,163.2,6.65,0.272,0.850,0.394,ROD
"Tiotropium Bromide hydrate",0,26,392.5,10.54,0.331,0.849,0.311,ROD
"Tipifarnib",0,34,489.4,11.07,0.581,0.673,0.115,SPHERE
"Tipiracil hydrochloride",0,16,242.7,7.20,0.423,0.717,0.218,DISC
"Tirapazamine",0,13,178.2,6.39,0.393,0.607,0.285,DISC
"Tiratricol",0,21,621.9,12.58,0.334,0.813,0.307,ROD
"Tirofiban Hydrochloride",0,30,440.6,13.74,0.209,0.854,0.500,ROD
"Tivozanib (AV-951)",0,32,454.9,17.97,0.116,0.953,0.695,ROD
"Tizanidine",0,16,253.7,7.37,0.445,0.634,0.221,DISC
"Tizanidine HCl",0,16,253.7,7.37,0.445,0.634,0.221,DISC
"Tobramycin",0,32,467.5,14.18,0.205,0.921,0.509,ROD
"Tobramycin sulfate",0,32,467.5,14.18,0.205,0.921,0.509,ROD
"Tocofersolan",0,41,574.8,18.07,0.294,0.799,0.363,ROD
"Tofacitinib (CP-690550,Tasocitinib)",0,23,312.4,7.53,0.652,0.808,0.060,SPHERE
"Tofacitinib (CP-690550) Citrate",0,23,312.4,7.53,0.652,0.808,0.060,SPHERE
"Tofogliflozin(CSG 452)",0,28,386.4,10.24,0.448,0.768,0.188,DISC
"Tolazoline HCl",0,12,160.2,6.81,0.205,0.987,0.518,ROD
"Tolazoline Hydrochloride",0,12,160.2,6.81,0.205,0.987,0.518,ROD
"Tolcapone",0,20,273.2,11.19,0.193,0.894,0.529,ROD
"Tolfenamic Acid",0,18,261.7,7.84,0.341,0.971,0.311,ROD
"Tolnaftate",0,22,307.4,12.13,0.207,0.902,0.505,ROD
"Tolperisone HCl",0,18,245.4,10.16,0.220,0.940,0.485,ROD
"Tolterodine tartrate",0,24,325.5,10.21,0.438,0.786,0.196,DISC
"Toltrazuril",0,29,425.4,15.50,0.107,0.957,0.714,ROD
"Tolvaptan",0,32,449.0,17.39,0.088,0.971,0.761,ROD
"Topiramate",0,22,339.4,9.65,0.361,0.879,0.275,DISC
"Topiroxostat",0,19,248.2,10.53,0.154,0.846,0.609,ROD
"Topotecan",0,31,421.5,14.47,0.139,0.897,0.640,ROD
"Topotecan HCl",0,31,421.5,14.47,0.139,0.897,0.640,ROD
"Torcetrapib",0,41,600.5,13.69,0.467,0.901,0.172,DISC
"Toremifene Citrate",0,29,406.0,13.01,0.316,0.791,0.332,ROD
"Torsemide",0,24,348.4,10.18,0.489,0.732,0.159,DISC
"Tosufloxacin p-Toluenesulfonate Hydrate",0,29,404.3,11.41,0.436,0.607,0.241,DISC
"Trametinib (GSK1120212)",0,37,615.4,15.23,0.175,0.906,0.565,ROD
"Trametinib DMSO solvate",0,37,615.4,15.23,0.175,0.906,0.565,ROD
"Trandolapril",0,31,430.5,11.32,0.337,0.833,0.303,ROD
"Tranexamic Acid",0,11,157.2,6.86,0.187,0.923,0.543,ROD
"Tranilast",0,24,327.3,13.65,0.120,0.912,0.683,ROD
"Tranilast",0,24,327.3,13.65,0.120,0.912,0.683,ROD
"Trans-Tranilast",0,24,327.3,13.65,0.120,0.912,0.683,ROD
"Tranylcypromine (2-PCPA) HCl",0,10,133.2,6.54,0.163,0.865,0.588,ROD
"Trapidil",0,15,205.3,7.22,0.421,0.636,0.243,DISC
"Travoprost",0,35,500.6,14.04,0.283,0.813,0.377,ROD
"Trazodone",0,26,371.9,13.69,0.140,0.922,0.639,ROD
"Trazodone HCl",0,26,371.9,13.69,0.140,0.922,0.639,ROD
"Trelagliptin",0,26,357.4,9.26,0.598,0.650,0.114,SPHERE
"Trelagliptin succinate",0,26,357.4,9.26,0.598,0.650,0.114,SPHERE
"Trenbolone acetate",0,23,312.4,12.54,0.155,0.898,0.606,ROD
"Treosulfan",0,16,278.3,8.97,0.331,0.749,0.317,ROD
"Treprostinil sodium",0,28,390.5,14.53,0.173,0.929,0.571,ROD
"Tretinoin",0,22,300.4,14.16,0.081,0.980,0.778,ROD
"Triacetin",0,15,218.2,8.44,0.292,0.855,0.365,ROD
"TriacetonaMine",0,11,155.2,4.87,0.633,0.652,0.098,SPHERE
"Triamcinolone",0,28,394.4,11.56,0.230,0.940,0.467,ROD
"Triamcinolone Acetonide",0,31,434.5,11.59,0.261,0.943,0.418,ROD
"Triamterene",0,19,253.3,10.41,0.180,0.845,0.556,ROD
"Triapine",0,13,195.3,8.99,0.099,0.908,0.732,ROD
"Tribenzagan Hydrochloride",0,28,388.5,15.85,0.178,0.982,0.566,ROD
"Trichlormethiazide",0,20,380.7,10.31,0.204,0.838,0.509,ROD
"Triclocarban",0,19,315.6,13.74,0.053,0.951,0.849,ROD
"Triclosan",0,17,289.5,10.27,0.200,0.894,0.517,ROD
"Triethyl citrate",0,19,276.3,8.06,0.392,0.835,0.240,DISC
"Triethylenetetramine Dihydrochloride",0,10,146.2,6.73,0.255,0.811,0.422,ROD
"Trifloxystrobin",0,29,408.4,12.68,0.216,0.932,0.491,ROD
"Trifluoperazine",0,28,407.5,10.60,0.568,0.612,0.143,SPHERE
"Trifluoperazine 2HCl",0,28,407.5,10.60,0.568,0.612,0.143,SPHERE
"Trifluoperazine Dihydrochloride",0,28,407.5,10.60,0.568,0.612,0.143,SPHERE
"Triflupromazine hydrochloride",0,24,352.4,10.07,0.407,0.702,0.237,DISC
"Trifluridine",0,20,296.2,8.74,0.316,0.745,0.337,ROD
"Triflusal",0,17,248.2,7.90,0.289,0.809,0.369,ROD
"Trigonelline",0,10,137.1,6.01,0.259,0.741,0.425,ROD
"Trigonelline Hydrochloride",0,10,137.1,6.01,0.259,0.741,0.425,ROD
"Triheptanoin",0,30,428.6,11.30,0.461,0.916,0.178,DISC
"Trihexyphenidyl hydrochloride",0,22,301.5,9.07,0.453,0.731,0.188,DISC
"Triiodothyronine",0,23,651.0,12.73,0.334,0.840,0.306,ROD
"Trilostane",0,24,329.4,11.18,0.178,0.880,0.558,ROD
"Trimebutine",0,28,387.5,11.35,0.278,0.845,0.384,ROD
"Trimebutine maleate",0,28,387.5,11.35,0.278,0.845,0.384,ROD
"Trimetazidine",0,19,266.3,9.34,0.236,0.878,0.453,ROD
"Trimetazidine dihydrochloride",0,19,266.3,9.34,0.236,0.878,0.453,ROD
"Trimethadione",0,10,143.1,4.71,0.484,0.685,0.173,DISC
"Trimethoprim",0,21,290.3,9.34,0.293,0.875,0.364,ROD
"Trimipramine Maleate",0,22,294.4,8.08,0.606,0.683,0.100,SPHERE
"Tripelennamine HCl",0,19,255.4,9.11,0.306,0.829,0.345,ROD
"Triprolidine Hydrochloride",0,21,278.4,8.94,0.543,0.589,0.167,DISC
"Triptolide (PG490)",0,26,360.4,11.78,0.186,0.929,0.544,ROD
"Triptonide",0,26,358.4,11.84,0.188,0.933,0.542,ROD
"Troglitazone (CS-045)",0,31,441.5,14.89,0.095,0.952,0.742,ROD
"Trometamol",0,8,121.1,4.30,0.570,0.877,0.098,SPHERE
"Trometamol hydrochloride",0,8,121.1,4.30,0.570,0.877,0.098,SPHERE
"Tropic acid",0,12,166.2,5.63,0.424,0.840,0.207,DISC
"Tropicamide",0,21,284.4,10.77,0.209,0.963,0.506,ROD
"Tropicamide",0,21,284.4,10.77,0.209,0.963,0.506,ROD
"Tropine",0,10,141.2,5.52,0.400,0.976,0.245,DISC
"Tropisetron",0,21,284.4,9.90,0.232,0.853,0.459,ROD
"Tropisetron HCl",0,21,284.4,9.90,0.232,0.853,0.459,ROD
"Trospium chloride",0,29,392.5,12.54,0.238,0.877,0.449,ROD
"Troxerutin",0,52,742.7,14.99,0.680,0.889,0.048,SPHERE
"Troxipide",0,21,294.4,9.65,0.241,0.828,0.443,ROD
"Trypan Blue",0,58,872.9,28.81,0.045,0.968,0.870,ROD
"Tryptamine",0,12,160.2,7.26,0.249,0.785,0.434,ROD
"Tucidinostat (Chidamide)",0,29,390.4,16.81,0.142,0.929,0.634,ROD
"Tulobuterol hydrochloride",0,15,227.7,7.68,0.398,0.902,0.237,DISC
"Tyramine",0,10,137.2,6.72,0.169,0.893,0.577,ROD
"Tyrosol",0,10,138.2,7.77,0.107,0.936,0.713,ROD
"Tyrphostin AG 1478",0,22,315.8,12.41,0.170,0.854,0.575,ROD
"Tyrphostin AG 879",0,22,316.5,9.49,0.346,0.812,0.292,ROD
"U-74389G Maleate",0,45,610.8,19.96,0.149,0.951,0.621,ROD
"U-83836 Dihydrochloride",0,38,520.7,16.24,0.219,0.840,0.482,ROD
"Udenafil",0,36,516.7,13.05,0.451,0.870,0.183,DISC
"Ufenamate",0,24,337.3,9.78,0.459,0.864,0.177,DISC
"Ulipristal Acetate (CDB 2914)",0,35,475.6,12.25,0.521,0.637,0.161,DISC
"Umbelliferone",0,12,162.1,7.08,0.195,0.805,0.530,ROD
"Umeclidinium bromide",0,32,428.6,11.57,0.347,0.885,0.293,ROD
"Undecanoic acid",0,13,186.3,11.19,0.119,0.922,0.685,ROD
"Uracil",0,8,112.1,4.55,0.321,0.679,0.347,DISC
"Urapidil",0,28,387.5,14.61,0.135,0.944,0.651,ROD
"Urapidil HCl",0,28,387.5,14.61,0.135,0.944,0.651,ROD
"Urea",0,4,60.1,2.26,0.474,0.526,0.252,DISC
"Urethane",0,6,89.1,4.59,0.186,0.814,0.546,ROD
"Uridine",0,17,244.2,8.30,0.282,0.819,0.379,ROD
"Uridine 5'-monophosphate",0,21,324.2,9.84,0.293,0.764,0.368,ROD
"uridine triacetate",0,26,370.3,11.00,0.474,0.739,0.169,DISC
"Ursodiol",0,28,392.6,14.26,0.118,0.945,0.687,ROD
