name,hit,heavy_atoms,mw,length_A
"Climbazole",0,20,292.8,9.78638937082499
"Clindamycin",0,27,425.0,12.750286743056863
"Clindamycin alcoholate",0,27,425.0,12.750286743056863
"Clindamycin HCl",0,27,425.0,12.750286743056863
"Clindamycin palmitate HCl",0,44,663.4,13.627069069219187
"Clindamycin Phosphate",0,31,505.0,10.728689318180288
"Clinofibrate",0,34,468.6,14.25871920629365
"Clioquinol",0,13,305.5,7.10226634719003
"Clobetasol propionate",0,32,467.0,11.578405154897409
"clobetasone butyrate",0,33,479.0,13.201070208164506
"Clodronate Disodium",0,11,244.9,5.616182694995044
"Clodronate disodium tetrahydrate",0,11,244.9,5.616182694995044
"Clofarabine",0,20,303.7,9.543462416976016
"Clofazimine",0,33,473.4,13.75372831436837
"Clofibrate",0,16,242.7,8.169512609029336
"Clofibric Acid",0,14,214.6,8.180457213763004
"Clofibric Acid",0,14,214.6,8.180457213763004
"Clofoctol",0,24,365.3,12.61407730945474
"Clomifene citrate",0,29,406.0,14.690912158118241
"Clonidine HCl",0,14,230.1,7.162207935945923
"Clonixin",0,18,262.7,9.085195325802184
"Clopamide",0,22,345.9,11.39384244001793
"Cloperastine hydrochloride",0,23,329.9,10.098379216821344
"Clopidol",0,11,192.0,6.064332188616841
"Clopyralid",0,11,192.0,6.170899163391542
"Clorgyline HCl",0,17,272.2,9.829437444400993
"Clorprenaline HCl",0,14,213.7,7.900245567125565
"Clorsulon",0,20,380.7,9.25167263020903
"Closantel",0,30,663.1,16.47163198852987
"Closantel Sodium",0,30,663.1,15.169718181609818
"Clotrimazole",0,25,344.8,7.6882476850663375
"Clotrimazole",0,25,344.8,7.6882476850663375
"Clotrimazole",0,25,344.8,7.6882476850663375
"Cloxacillin Sodium",0,29,435.9,12.849785388071966
"Cloxiquine",0,12,179.6,5.858861444719478
"Clozapine",0,23,326.8,10.108486803878172
"Clozapine N-oxide",0,23,326.8,10.108486803878172
"Cobicistat (GS-9350)",0,54,776.0,14.989918422570048
"Cobimetinib (GDC-0973, RG7420)",0,30,531.3,10.477389764186364
"Colchicine",0,29,399.4,11.194889845783509
"Colchicine",0,29,399.4,11.194589156291359
"Coluracetam",0,25,341.4,9.18825972505544
"Congo Red",0,46,652.7,17.320261668728616
"Conivaptan HCl",0,38,498.6,14.58790756889288
"Corticosterone",0,25,346.5,12.272102261242265
"Cortisone",0,26,362.5,12.45210452569287
"Cortisone acetate",0,29,402.5,14.211261317438582
"Corydaline",0,27,369.5,13.98665689265034
"Costunolide",0,17,232.3,7.49349089076477
"Coumarin",0,11,146.1,6.256551701233758
"Coumarin",0,11,146.1,6.256551701233758
"CP21R7 (CP21)",0,24,317.3,9.673244898217915
"CP55940",0,27,376.6,14.046100064143916
"Cr 2945",0,39,526.7,14.290049140569518
"Creatine",0,9,131.1,5.054644294163007
"Creatine monohydrate",0,9,131.1,5.054644294163007
"Creatine phosphate disodium salt",0,9,131.1,5.054644294163007
"Creatinine",0,8,113.1,4.7520698332147955
"Crisaborole (AN2728)",0,19,251.0,11.404951666863983
"Crizotinib (PF-02341066)",0,30,450.3,13.347863265320013
"Crizotinib hydrochloride",0,30,450.3,13.347863265320013
"Crystal Violet",0,28,372.5,11.835686868380698
"Curculigoside",0,33,466.4,11.282348137263181
"Curcumin",0,27,368.4,15.049217416014296
"Cyclizine",0,20,266.4,9.00291504209679
"Cyclizine 2HCl",0,20,266.4,9.00291504209679
"Cyclo (-RGDfK)",0,50,717.7,13.504669871860376
"Cyclo(RGDyK)",0,44,619.7,14.674205291496301
"Cyclobenzaprine HCl",0,21,275.4,9.617370288408699
"Cyclocytidine HCl",0,16,225.2,8.502819494247346
"Cyclofenil",0,27,364.4,13.689180949475992
"Cycloheximide",0,20,281.4,10.847440530653435
"Cyclopentolate Hydrochloride",0,21,291.4,9.759010363098183
"Cyclophosphamide Monohydrate",0,14,261.1,7.561732759188245
"Cyclothiazide",0,24,389.9,10.439816364321434
"Cynarin",0,37,516.5,16.080421438542892
"Cyproheptadine HCl",0,22,287.4,8.377894854482602
"Cyproheptadine hydrochloride",0,22,287.4,8.377894854482602
"Cyromazine",0,12,166.2,7.182276082235141
"Cysteamine HCl",0,4,77.2,3.213691437651031
"Cytarabine",0,17,243.2,9.163677043752516
"Cytarabine",0,17,243.2,8.43762170806775
"Cytarabine hydrochloride",0,17,243.2,9.163677043752516
"Cytidine",0,17,243.2,8.423481770217876
"Cytisine",0,14,190.2,5.7458053060856535
"Cytosine",0,8,111.1,4.557599777673688
"Cytosine-1-Beta-Arabinofuranoside",0,17,243.2,9.556909479566537
"Cytosine-1-Beta-D-Arabinofuranoside Hydrochloride",0,17,243.2,9.163677043752516
"D (-)- Lyxose",0,10,150.1,5.483565282387204
"D (+) Cellobiose",0,23,342.3,10.160924282456657
"D (+) Raffinose",0,34,504.4,13.739202225258333
"D (+) Trehalose Hydrate",0,23,342.3,10.469885623875717
"D panthenol",0,14,205.3,6.82393856175939
"D-(-)-Tartaric acid",0,10,150.1,4.340113096858732
"D-(+)-Cellobiose",0,23,342.3,10.236482564692619
"D-(+)-Raffinose pentahydrate",0,34,504.4,14.525019664403215
"D-(+)-Trehalose dihydrate",0,23,342.3,10.469885623875717
"D-Alanine",0,6,89.1,3.606331915500896
"D-Biotin",0,16,244.3,8.361828733791079
"D-Carnitine hydrochloride",0,11,162.2,5.837559288521214
"D-Cycloserine",0,7,102.1,3.660088279945332
"D-Galactose",0,12,180.2,5.8807481185224315
"D-Gluconic acid",0,13,196.2,6.359763492171046
"D-Glucuronic acid",0,13,194.1,7.278810826150289
"D-Mannitol",0,12,182.2,6.190777594887059
"D-Mannosamine hydrochloride",0,12,179.2,6.399261288710423
"D-Mannose",0,12,180.2,6.32533154679836
"D-Pantethine",0,36,554.7,12.415891255365233
"D-Pantothenate Sodium",0,15,219.2,9.04225993166464
"D-Phenylalanine",0,12,165.2,6.513881648230102
"D-Pinitol",0,13,194.2,5.8705228694813645
"D-Ribose",0,10,150.1,5.302807204690421
"D(-)-Arabinose",0,10,150.1,4.8393592955695
"D(+)-Melezitose",0,34,504.4,10.962264353767521
"D(+)-Xylose",0,10,150.1,5.483565282387204
"Dabigatran Etexilate",0,46,627.7,15.552274879431632
"Dabigatran etexilate mesylate",0,46,627.7,15.552274879431632
"Dabrafenib (GSK2118436)",0,35,519.6,13.373960200097239
"Dabrafenib Mesylate",0,35,519.6,13.373960200097239
"Dacarbazine",0,13,182.2,6.738955383656171
"Daclatasvir (BMS-790052)",0,54,738.9,23.011373529698485
"Daclatasvir Digydrochloride",0,54,738.9,23.011373529698485
"Dacomitinib (PF299804, PF299)",0,33,469.9,13.932594642919435
"Daidzein",0,19,254.2,12.044132888941396
"Daidzin",0,30,416.4,15.99441926898242
"Daminozide",0,11,160.2,7.574998078613805
"Danazol",0,25,337.5,11.374787243409148
"Danazol",0,25,337.5,12.438131102642243
"Danofloxacin Mesylate",0,26,357.4,11.055824023995205
"Danoprevir (ITMN-191)",0,51,731.8,15.334043741970895
"Danshensu",0,14,198.2,6.628923190640805
"Dantrolene sodium",0,23,314.3,15.447437203879195
"Dantrolene Sodium",0,23,314.3,15.447437203879195
"Dantrolene sodium hemiheptahydrate",0,23,314.3,15.447437203879195
"Dapagliflozin",0,28,408.9,13.681566558033174
"Dapagliflozin propanediol monohydrate",0,28,408.9,13.681566558033174
"Daphnetin",0,13,178.1,7.0696964043478205
"Dapiprazole Hydrochloride",0,24,325.5,8.33458190407327
"Dapoxetine HCl",0,23,305.4,9.64284410815405
"Dapson",0,17,248.3,9.431258587784324
"Dapsone",0,17,248.3,9.431258587784324
"Darifenacin HBr",0,32,426.6,13.844968349132499
"Darolutamide (ODM-201)",0,28,398.9,14.67762302429979
"Darunavir",0,38,547.7,11.411098688589252
"Darunavir Ethanolate",0,38,547.7,11.411098688589252
"Dasabuvir(ABT-333)",0,35,493.6,16.611229652043985
"Dasatinib",0,33,488.0,15.027132128542558
"Dasatinib hydrochloride",0,33,488.0,15.027132128542558
"Dasatinib Monohydrate",0,33,488.0,15.027132128542558
"Daunorubicin HCl",0,38,527.5,13.296086926935345
"Decamethonium Bromide",0,18,258.5,14.241716766579016
"Decitabine",0,16,228.2,8.314154226636703
"Deferasirox",0,28,373.4,12.419897770291444
"Deferiprone",0,10,139.2,5.5247091819139005
"Deferoxamine mesylate",0,39,560.7,13.721806983967074
"Deflazacort",0,32,441.5,12.124352506383671
"Dehydroandrographolide Succinate",0,24,332.4,11.568294876744714
"Dehydroandrographolide Succinate Potasium Salt",0,24,332.4,8.2294221608932
"Dehydroascorbic Acid",0,12,174.1,5.725222631949669
"Dehydrocholic acid",0,29,402.5,14.992297917362885
"Dehydrocostus Lactone",0,17,230.3,7.296947338398021
"Dehydroepiandrosterone acetate",0,24,330.5,11.988328662368517
"Delafloxacin Meglumine",0,30,440.8,11.548824945449914
"Delamanid",0,38,534.5,18.281514665454505
"Delapril Hydrochloride",0,33,452.6,9.79413879319016
"Delavirdine (mesylate)",0,32,456.6,15.614217447380039
"Delta-Gluconolactone",0,12,178.1,5.869247922568261
"Demecarium Bromide",0,40,556.8,21.40797929131015
"Demeclocycline HCl",0,32,464.9,11.630612129681738
"Demeclocycline Hydrochloride",0,32,464.9,11.630612129681738
"Demeclocycline Hydrochloride",0,32,464.9,11.630612129681738
"Deoxycholic acid",0,28,392.6,15.471612448569246
"Deoxycholic acid sodium salt",0,28,392.6,15.471612448569246
"Deoxycorticosterone acetate",0,27,372.5,13.959640834794753
"Deoxygedunol Acetate",0,37,510.6,13.623510641724895
"Dequalinium Chloride",0,34,456.7,19.09124788269546
"Dequalinium Dichloride",0,34,456.7,19.09124788269546
"Desipramine Hydrochloride",0,20,266.4,7.809484548740088
"Desloratadine",0,22,310.8,9.131548342612243
"Desonide",0,30,416.5,12.942069486242202
"Desoximetasone",0,27,376.5,12.361745838522577
"Desvenlafaxine",0,19,263.4,8.588925072454035
"Desvenlafaxine Succinate",0,19,263.4,8.588925072454035
"Detomidine HCl",0,14,186.3,6.716481851411649
"Dexamethasone (DHAP)",0,28,392.5,13.13871480424591
"Dexamethasone Acetate",0,31,434.5,12.672990023023404
"Dexamethasone palmitate",0,28,392.5,13.13871480424591
"Dexamethasone phosphate disodium",0,28,392.5,13.13871480424591
"Dexamethasone Sodium Phosphate",0,32,472.4,14.59622489116038
"Dexlansoprazole",0,25,369.4,10.146737118322807
"Dexrazoxane",0,19,268.3,9.786023195810296
"Dexrazoxane HCl (ICRF-187, ADR-529)",0,19,268.3,9.786023195810296
"Dextrose",0,12,180.2,5.4355676881253014
"Diacerein",0,27,368.3,10.602617195264623
"Dianthrol",0,17,226.2,7.514326292402448
"Diatrizoate sodium",0,20,613.9,8.972414255462708
"Diatrizoic acid",0,20,613.9,8.972414255462708
"Diaveridine",0,19,260.3,10.679245720556462
"Diazolidinyl urea",0,19,278.2,6.896356424163182
"Diazoxide",0,14,230.7,8.234261730071772
"Dibucaine",0,25,343.5,10.812552306106358
"Dibucaine HCl",0,25,343.5,10.812552306106358
"Dibutyl sebacate",0,22,314.5,9.717024165331193
"Dibutyryl-cAMP (Bucladesine)",0,32,469.4,13.217410742065216
"Dichlorophene",0,17,269.1,7.931810584082137
"Dichlorphenamide (Diclofenamide)",0,16,305.2,7.504090540152059
"Diclofenac acid",0,19,296.2,7.848087565081286
"Diclofenac Diethylamine",0,19,296.2,7.848087565081286
"Diclofenac Potassium",0,19,296.2,7.848087565081286
"Diclofenac Sodium",0,19,296.2,7.848087565081286
"Dicloxacillin Sodium",0,30,470.3,11.096178229331061
"Dicloxacillin Sodium hydrate",0,30,470.3,11.096178229331061
"Dicoumarol",0,25,336.3,10.969043040225879
"Dicyclomine HCl",0,22,309.5,10.13607586487058
"Didanosine",0,17,236.2,9.51304661392215
"Dienestrol",0,20,266.3,12.105383716006521
"Dienogest",0,23,311.4,10.868362734422126
"Diethylcarbamazine citrate",0,14,199.3,7.650092814064975
"Diethyldithiocarbamic Acid Sodium Salt",0,8,149.3,4.89544925063993
"Diethylstilbestrol",0,20,268.4,12.002435527792032
"Diflorasone",0,29,410.5,12.615119279503753
"Difloxacin hydrochloride",0,29,399.4,11.99844687144043
"Diflufenican",0,28,394.3,11.668195634478668
"Diflunisal",0,18,250.2,9.977743752628438
"Diflunisal",0,18,250.2,9.977743752628438
"Difluprednate",0,36,508.6,14.131369180134069
"Digoxigenin",0,28,390.5,13.894704511820674
"Dihydralazine sulphate",0,14,190.2,6.916080379283059
"Dihydro-Obliquin",0,18,246.3,10.426897335611441
"Dihydroartemisinin (DHA)",0,20,284.4,7.092730715818462
"Dihydroergotamine Mesylate",0,43,583.7,17.53533636906176
"Dihydrofissinolide",0,37,514.6,13.333535877561497
"Dihydromunduletone",0,31,424.5,12.090121860336227
"Dihydromundulone",0,31,424.5,12.090121860336227
"Dihydrorotenone",0,29,396.4,14.852353518729236
"Dihydrostreptomycin sulfate",0,40,583.6,13.935062003562317
"Dihydrotestosterone(DHT)",0,21,290.4,10.943495815272703
"Diiodohydroxyquinoline",0,13,397.0,7.104042476254503
"Diltiazem HCl",0,29,414.5,11.867088298098414
"Dimefuron",0,23,338.8,13.104056770620053
"Dimemorfan phosphate",0,19,255.4,8.134161995561255
"Dimercaprol",0,6,124.2,3.4762860524700625
"Dimethomorph",0,27,387.9,11.258234100023147
"Dimethyl Fumarate",0,10,144.1,7.6307301254547015
"Dimethyl phthalate",0,14,194.2,6.300989963876169
"Dimethylamine hydrochloride",0,3,45.1,2.4000776064567115
"Dimetridazole",0,10,141.1,5.905361857736557
"Diminazene Aceturate",0,21,281.3,13.97324688814616
"Dinitolmide",0,16,225.2,6.949449316878113
"Dinoprost tromethamine",0,25,354.5,10.56229857774159
"Dioscin",0,61,869.1,24.34019973024641
"Diosgenin",0,30,414.6,9.56019309714022
"Diosmetin",0,22,300.3,11.829623999152163
"Diosmin",0,43,608.5,14.459522438801471
"Diphemanil Methylsulfate",0,21,278.4,8.27608836240159
"Diphenhydramine HCl",0,19,255.4,8.631588188481171
"Diphenidol HCl",0,23,309.5,10.920991761373472
"Diphenylamine Hydrochloride",0,13,169.2,7.7656039330452815
"Diphenyleneiodonium Chloride",0,13,279.1,7.120419298219577
"Diphenylpropynone",0,16,206.2,10.017361199771404
"Diphenylpyraline hydrochloride",0,21,281.4,9.665396274518615
"Dipivefrin Hydrochloride",0,25,351.4,10.308066707251568
"Dipotassium glycyrrhizinate",0,58,822.9,17.92682899998496
"Dipyridamole",0,36,504.6,11.79479751909753
"Diquafosol Tetrasodium",0,49,790.3,12.232971097666855
"Dirithromycin",0,58,835.1,16.322664717724507
"Diroximel Fumarete",0,18,255.2,9.78385532262394
"Disodium Cromoglycate",0,34,468.4,16.358192443500222
"Disopyramide",0,25,339.5,8.256374381165308
"Disopyramide Phosphate",0,25,339.5,8.256374381165308
"Disulfiram",0,16,296.6,8.960972911598715
"Dithiothreitol (DTT)",0,8,154.3,5.455285358174179
"Dithranol",0,17,226.2,7.551518920368259
"Diuron",0,14,233.1,9.330561395742444
"Dl-6,8-Thioctic Acid",0,12,206.3,6.821857133822639
"DL-Arginine",0,12,174.2,6.5922458955081
"DL-Carnitine",0,11,162.2,6.613394767982464
"DL-Carnitine HCl",0,11,161.2,5.108406720082502
"DL-Citrulline",0,12,175.2,5.847323158607587
"DL-Glutamine",0,10,146.1,5.9083789810729375
"DL-Menthol",0,11,156.3,6.615271426313954
"DL-Methionine",0,9,149.2,6.325057571767965
"Dl-Mevalonic Acid",0,10,148.2,5.947349750288142
"DL-Norepinephrine hydrochloride",0,12,169.2,6.9167911881937085
"DL-Panthenol",0,14,205.3,7.071602414359708
"DL-Penicillamine",0,9,149.2,4.948803229113343
"DL-Serine",0,7,105.1,3.82755297993668
"DL-Tartaric acid",0,10,150.1,4.340113096858732
"Docetaxel",0,58,807.9,13.728491960933997
"Docetaxel Trihydrate",0,58,807.9,13.728491960933997
"Docosahexaenoic Acid",0,24,328.5,11.705236422160027
"Docusate Sodium",0,28,422.6,11.081120538196243
"Dofetilide",0,29,441.6,12.155997504411287
"Dolasetron",0,24,324.4,
"Dolasetron Mesylate",0,24,324.4,
"Dolutegravir (GSK1349572)",0,30,419.4,14.562573750142157
"Dolutegravir Sodium",0,30,419.4,14.562573750142157
"Domiphen Bromide",0,24,334.6,13.636377061645035
"Domperidone",0,30,425.9,14.12407783614088
"Donepezil",0,28,379.5,8.557276099980168
"Donepezil HCl",0,28,379.5,8.557276099980168
"Dopamine HCl",0,11,153.2,6.7966915144194875
"Doramectin",0,64,899.1,21.72946373854109
"Doravirine (MK-1439)",0,29,425.8,10.107107402167188
"Doripenem",0,27,420.5,10.230904294524933
"Doripenem Hydrate",0,27,420.5,10.230904294524933
"Dorzolamide HCl",0,19,324.4,8.372817975628367
"DOTAP chloride",0,47,663.1,16.47533464654963
"Doxapram",0,28,378.5,10.594625051003835
"Doxapram HCl",0,28,378.5,10.594625051003835
"Doxazosin",0,33,451.5,15.857664359333148
"Doxazosin Mesylate",0,33,451.5,15.857664359333148
"Doxepin HCl",0,21,279.4,9.467839983976145
"Doxercalciferol",0,30,412.7,14.101193862310057
"Doxifluridine",0,17,246.2,8.394013410068386
"Doxofylline",0,19,266.3,9.247087946889835
"Doxorubicin (Adriamycin) HCl",0,39,543.5,13.483222949309031
"Doxycycline",0,32,444.4,11.776593110948324
"Doxycycline Hyclate",0,32,444.4,11.776593110948324
"Doxycycline Hydrochloride",0,32,444.4,11.776593110948324
"Doxycycline Hydrochloride",0,32,444.4,11.776593110948324
"Doxycycline monohydrate",0,32,444.4,11.776593110948324
"Doxylamine Succinate",0,20,270.4,9.077685971153693
"Dracohodin perochlorate",0,20,267.3,10.728896315368043
"Drofenine Hydrochloride",0,23,317.5,11.190642642349536
"Dronedarone",0,39,556.8,15.597504807014442
"Dronedarone HCl",0,39,556.8,15.597504807014442
"Droperidol",0,28,379.4,15.701736562646753
"Dropropizine",0,17,236.3,9.759580758073053
"Drospirenone",0,27,366.5,12.599097123418526
"Drostanolone Propionate",0,26,360.5,13.280577758750244
"Droxidopa",0,15,213.2,8.832861250572362
"Dulcitol",0,12,182.2,6.990827120954134
"Duloxetine",0,21,297.4,9.67091474197499
"Duloxetine HCl",0,21,297.4,9.67091474197499
"Dutasteride",0,37,528.5,17.329113614954412
"Duvelisib (IPI-145, INK1197)",0,30,416.9,11.784652081761552
"Dyclonine HCl",0,21,289.4,11.599873145917643
"Dydrogesterone",0,23,312.5,12.37680033786748
"Dyphylline",0,18,254.2,9.090803389262916
"Ebastine",0,35,469.7,18.57114193711049
"Ebselen",0,16,274.2,9.113306572105191
"Ebselen",0,16,274.2,9.113306572105191
"Ecabet sodium",0,26,380.5,10.499048915697085
"Ecamsule.2Na",0,38,562.7,16.46127394572295
"Econazole",0,24,381.7,11.618521305264094
"Econazole nitrate",0,24,381.7,11.618521305264094
"Econazole Nitrate",0,24,381.7,11.618521305264094
"Edaravone",0,13,174.2,7.491884571231409
"edetate calcium disodium",0,20,292.2,8.476140852438844
"Edetate Trisodium",0,20,292.2,8.476140852438844
"Edoxaban",0,37,548.1,16.912680122749546
"Edoxaban tosylate Monohydrate",0,37,548.1,16.912680122749546
"Edoxudine",0,18,256.3,8.698617972883415
"Edrophonium chloride",0,12,166.2,6.2167785806470555
"Efaproxiral Sodium",0,25,341.4,12.962776908584987
"Efinaconazole",0,25,348.4,12.297097898907962
"Eflornithine hydrochloride hydrate",0,12,182.2,6.649200206682748
"Efonidipine",0,45,631.7,14.045278898164211
"Efonidipine hydrochloride monoethanolate",0,45,631.7,14.045278898164211
"Eicosapentaenoic Acid",0,22,302.5,9.859781499754224
"Eicosapentaenoic acid ethyl ester",0,24,330.5,18.97945257500071
"Elagolix Sodium",0,45,631.6,15.296943068256162
"Elbasvir",0,65,882.0,27.190200997804123
"Eletriptan HBr",0,27,382.5,10.74198647261899
"Eliglustat",0,29,404.6,12.0122980215591
"Eliglustat hemitartrate",0,29,404.6,12.0122980215591
"Eltrombopag",0,33,442.5,17.203536484530513
"Eltrombopag Olamine",0,33,442.5,17.203536484530513
"Elvitegravir (GS-9137, JTK-303)",0,31,447.9,12.37309062107032
"Emamectin Benzoate",0,63,886.1,23.276909933048092
"Embelin",0,21,294.4,10.912800125531753
"Emedastine",0,22,302.4,10.31636790204756
"Emedastine Difumarate",0,22,302.4,10.31636790204756
"Emodin",0,20,270.2,9.870632735079976
"Empagliflozin (BI 10773)",0,31,450.9,12.022275934596589
"Emtricitabine",0,16,247.3,8.501510813807345
"Enalapril Maleate",0,27,376.5,9.448051155469903
"Enalaprilat Dihydrate",0,25,348.4,8.517834548076753
"Enarodustat (JTZ-951)",0,25,340.3,11.312382684561673
"Enasidenib (AG-221)",0,33,473.4,14.741228471061996
"Enasidenib Mesylate",0,33,473.4,14.741228471061996
"Enclomiphene Citrate",0,29,406.0,12.795357281898438
"Endothall",0,13,186.2,5.120548036745002
"Enoxacin",0,23,320.3,11.485442397806775
"Enoxacin Sesquihydrate",0,23,320.3,11.485442397806775
"Enoxolone",0,34,470.7,13.324066598584967
"Enrofloxacin",0,26,359.4,13.469506406731053
"Ensulizole",0,19,274.3,11.222883837524801
"Entacapone",0,22,305.3,10.842980959612209
"Entecavir",0,20,277.3,9.859411340764062
"Entecavir Hydrate",0,20,277.3,9.859411340764062
"Entinostat (MS-275)",0,28,376.4,13.028489925204543
"Entrectinib (RXDX-101)",0,41,560.6,17.1964144846216
"Enzalutamide (MDV3100)",0,32,464.4,16.110504419771768
"Enzastaurin (LY317615)",0,39,515.6,14.616130316523208
"Epalrestat",0,21,319.4,13.135836119866148
"Eperisone hydrochloride",0,19,259.4,9.444863257403334
"Epiafzelechin Trimethyl Ether",0,23,316.4,10.316248482523129
"Epiandrosterone",0,21,290.4,10.984044681346992
"Epinastine HCl",0,19,249.3,7.526717676950516
"Epinephrine bitartrate",0,13,183.2,7.045111170732086
"Epinephrine HCl",0,13,183.2,7.045111170732086
"Epirubicin HCl",0,39,543.5,13.700006144490748
"Eplerenone",0,30,414.5,12.493156344502433
"Eprazinone 2HCl",0,28,380.5,15.467457026596243
"Eprodisate disodium",0,11,204.2,7.249405813306474
"Eprosartan Mesylate",0,30,424.5,10.633579197147164
"Erdafitinib (JNJ-42756493)",0,33,446.6,14.078115043676378
"Erdosteine",0,15,249.3,7.848479899239816
"Eriodictyol",0,21,288.3,10.77869554954736
"Erlotinib",0,29,393.4,10.559303102268403
"Erlotinib HCl (OSI-744)",0,29,393.4,10.559303102268403
"Ertapenem sodium",0,33,475.5,13.323243821489717
"Ertugliflozin",0,30,436.9,13.034623190790942
"Ertugliflozin L-pyroglutamic acid",0,30,436.9,13.034623190790942
"Erythritol",0,8,122.1,4.646323064033367
"Erythromycin",0,51,733.9,14.31964955248159
"Erythromycin Cyclocarbonate",0,51,733.9,14.31964955248159
"Erythromycin estolate",0,55,790.0,14.38810031622554
"Erythromycin Ethylsuccinate",0,60,862.1,17.08202601230163
"Erythromycin thiocyanate",0,51,733.9,14.31964955248159
"Erythrosin B",0,29,835.9,10.882211616489242
"Escitalopram Oxalate",0,24,324.4,11.846018578120367
"Esculetin",0,13,178.1,7.606232802476945
"Esculin",0,24,340.3,12.182128581707586
"Esculin Sesquihydrate",0,24,340.3,12.182128581707586
"Esfenvalerate",0,30,419.9,9.576688066004596
"Eslicarbazepine Acetate",0,22,296.3,8.584259896021534
"Esmolol",0,21,295.4,13.0262502480787
"Esmolol HCl",0,21,295.4,13.0262502480787
"Esomeprazole sodium",0,24,345.4,9.835237219188146
"Estradiol Benzoate",0,28,376.5,15.954584743931202
"Estradiol Cypionate",0,29,396.6,16.599201437887704
"Estradiol dipropionate(17-Beta-Estradiol-3,17-Dipropionate)",0,28,384.5,15.487252395965843
"Estradiol valerate",0,26,356.5,12.717343964545748
"Estramustine phosphate sodium",0,33,520.4,17.162196663357832
"Estriol",0,21,288.4,11.250124925031734
"Estrone",0,20,270.4,10.853505970451607
"Estropipate",0,24,350.4,12.953244098156963
"ETC-1002",0,24,344.5,8.398756417607538
"Ethacridine lactate",0,19,253.3,11.07238223536801
"Ethacridine lactate monohydrate",0,19,253.3,11.07238223536801
"Ethacrynate Sodium",0,19,303.1,9.910920457131118
"Ethacrynic Acid",0,19,303.1,9.910920457131118
"Ethambutol 2HCl",0,14,204.3,10.210831452859429
"Ethamsylate",0,12,190.2,6.211865342685482
"Ethanolamine hydrochloride",0,4,61.1,2.787424745726583
"Ethephon",0,7,144.5,4.784016802358258
"Ethidium bromide",0,24,314.4,9.914710568416867
"Ethinyl Estradiol",0,22,296.4,10.712850893259807
"Ethionamide",0,11,166.2,7.207178803054075
"Ethopabate",0,17,237.3,10.038270493011833
"Ethosuximide",0,10,141.2,6.0909081415943565
"Ethotoin",0,15,204.2,8.357858655300399
"Ethoxyquin",0,16,217.3,8.945875383159288
"Ethoxzolamide",0,16,258.3,9.806958407909637
"Ethyl Everninate",0,15,210.2,9.550428301456513
"Ethyl gallate",0,25,360.8,9.070906566565425
"Ethyl Oleate",0,22,310.5,13.727484678949388
"Ethylvanillin",0,12,166.2,8.265158714757826
"Ethynodiol diacetate",0,28,384.5,14.358316343652856
"Etidronate",0,11,206.0,5.612637669402875
"Etodolac",0,21,287.4,9.13816252495193
"Etofenamate",0,26,369.3,9.982795555168355
"Etofylline",0,16,224.2,7.801775388645838
"Etonogestrel",0,24,324.5,10.533666831287459
"Etoposide",0,42,588.6,14.745597733014852
"Etoricoxib",0,24,358.9,10.381881991049505
"Etravirine (TMC125)",0,28,435.3,16.796586537035537
"Etretinate",0,26,354.5,17.78356628743286
"Eugenol",0,12,164.2,7.356893852602856
"Eupatilin",0,25,344.3,13.459566349775043
"Evans Blue",0,58,872.9,27.760856687768612
"Exalamide",0,16,221.3,9.39265815063252
"Exemestane",0,22,296.4,10.336126069409012
"Ezetimibe",0,30,409.4,11.472587546077957
"Fabomotizole��hydrochloride",0,21,307.4,13.558059669200928
"Fadrozole",0,17,223.3,9.474739973248628
"Famciclovir",0,23,321.3,8.69709207048425
"Famotidine",0,20,337.5,7.72798322821325
"Fangchinoline",0,45,608.7,12.065168419816986
"Fargesin",0,27,370.4,14.090012854686142
"Farnesol",0,16,222.4,11.567045132663674
"Faropenem Sodium",0,19,285.3,9.419984485484148
"Farrerol",0,22,300.3,11.9703868100826
"Fasudil (HA-1077) HCl",0,20,291.4,9.701317866405306
"Favipiravir (T-705)",0,11,157.1,5.951215621415687
"Febantel",0,31,446.5,13.005344594291655
"Febuxostat",0,22,316.4,13.787050263556363
"Fedratinib (SAR302503, TG101348)",0,37,524.7,14.536534903464952
"Felbamate",0,17,238.2,8.633241221071927
"Felodipine",0,25,384.3,8.641906474908083
"Felodipine",0,25,384.3,8.641906474908083
"Fenbendazole",0,21,299.4,11.032923658723243
"Fenbufen",0,19,254.3,11.815699991635174
"Fenclorim",0,14,225.1,7.531785960166512
"Fendiline hydrochloride",0,24,315.5,11.625982910317362
"Fenipentol",0,12,164.2,7.749785709850203
"Fenofibrate",0,25,360.8,15.240417647389188
"Fenofibric acid",0,22,318.8,11.85611968450931
"Fenoldopam mesylate",0,21,305.8,9.743654641857184
"Fenoprofen Calcium",0,18,242.3,8.88115422143344
"Fenoprofen calcium hydrate",0,18,242.3,8.88115422143344
"Fenoterol",0,22,303.4,8.668833997558128
"Fenoterol hydrobromide",0,22,303.4,8.668833997558128
"Fenpyroximat",0,31,421.5,11.564799031429164
"Fenretinide",0,29,391.6,19.293430174238626
"Fenspiride HCl",0,19,260.3,11.33701029216876
"Fenticonazole Nitrate",0,30,455.4,13.686920913172724
"Ferulic Acid",0,14,194.2,8.729719096573342
"Ferulic Acid",0,14,194.2,7.645621374364882
