lig,name,label,heavy,clogp,model,apo_cav,holo_cav,apo_main,holo_main,fill,apo_rmax,holo_rmax,n_comp
lig0284,Guanfacine Hydrochloride,0,15,1.55,4,153.6,43.0,153.6,0.0,0.72,3.1,0.0,1
lig0285,Nitroxoline,0,14,1.85,0,145.8,44.5,103.5,0.0,0.695,3.07,0.0,1
lig0285,Nitroxoline,0,14,1.85,1,129.6,25.3,90.3,0.0,0.805,3.23,0.0,1
lig0285,Nitroxoline,0,14,1.85,2,130.5,25.1,72.8,0.0,0.808,2.93,0.0,1
lig0284,Guanfacine Hydrochloride,0,15,1.55,0,150.8,40.6,127.9,0.0,0.731,3.1,0.0,1
lig0284,Guanfacine Hydrochloride,0,15,1.55,1,148.2,46.4,96.1,0.0,0.687,3.04,0.0,1
lig0284,Guanfacine Hydrochloride,0,15,1.55,2,151.4,42.6,151.4,0.0,0.719,3.16,0.0,1
lig0284,Guanfacine Hydrochloride,0,15,1.55,3,140.4,40.6,100.4,0.0,0.711,3.07,0.0,1
lig0307,Bisacodyl,0,27,4.11,1,200.0,46.2,146.0,0.0,0.769,3.3,0.0,1
lig0307,Bisacodyl,0,27,4.11,2,182.3,41.5,122.9,0.0,0.772,3.27,0.0,1
lig0307,Bisacodyl,0,27,4.11,3,190.7,36.7,135.9,0.0,0.808,3.22,0.0,1
lig0307,Bisacodyl,0,27,4.11,4,164.6,33.7,116.2,0.0,0.795,3.16,0.0,1
lig0280,Lumiracoxib,0,20,4.16,4,156.4,39.1,156.4,0.0,0.75,3.04,0.0,1
lig0281,Clorprenaline HCl,0,14,2.37,0,143.4,45.4,91.2,0.0,0.683,3.04,0.0,1
lig0281,Clorprenaline HCl,0,14,2.37,1,158.5,36.5,158.5,0.0,0.77,3.14,0.0,1
lig0281,Clorprenaline HCl,0,14,2.37,2,138.2,43.8,138.2,0.0,0.683,2.98,0.0,1
lig0283,Thiabendazole,0,14,2.69,1,132.2,36.3,48.4,0.0,0.725,3.07,0.0,1
lig0283,Thiabendazole,0,14,2.69,2,147.7,47.1,118.6,0.0,0.681,3.08,0.0,1
lig0283,Thiabendazole,0,14,2.69,3,131.3,42.1,131.3,0.0,0.679,3.0,0.0,1
lig0283,Thiabendazole,0,14,2.69,4,130.0,41.7,92.0,0.0,0.679,3.12,0.0,1
lig0301,Penbutolol Sulfate,0,21,3.47,3,171.5,26.1,171.5,0.0,0.848,3.34,0.0,1
lig0301,Penbutolol Sulfate,0,21,3.47,4,195.9,47.7,148.8,0.0,0.757,3.3,0.0,1
lig0302,Ifenprodil Tartrate,0,24,3.77,0,172.8,32.8,75.8,0.0,0.81,3.09,0.0,1
lig0302,Ifenprodil Tartrate,0,24,3.77,1,210.8,40.2,134.1,0.0,0.809,3.36,0.0,1
lig0286,Homosalate,0,19,3.76,2,198.5,56.4,198.5,56.4,0.716,3.22,2.48,1
lig0286,Homosalate,0,19,3.76,3,175.6,25.9,135.9,0.0,0.853,3.09,0.0,1
lig0286,Homosalate,0,19,3.76,4,164.8,45.8,111.2,0.0,0.722,3.16,0.0,1
lig0287,Medrysone,0,25,3.94,0,181.2,21.8,129.4,0.0,0.88,3.45,0.0,1
lig0292,Dienestrol,0,20,4.6,4,184.0,39.5,102.4,0.0,0.785,3.23,0.0,1
lig0293,N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide Hcl,0,22,3.29,0,185.3,35.9,185.3,0.0,0.806,3.32,0.0,1
lig0293,N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide Hcl,0,22,3.29,1,195.3,31.3,195.3,0.0,0.84,3.37,0.0,1
lig0293,N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide Hcl,0,22,3.29,2,170.2,36.3,102.2,0.0,0.787,3.23,0.0,1
lig0290,Bepotastine,0,27,4.17,2,208.4,23.5,175.2,0.0,0.887,3.47,0.0,1
lig0290,Bepotastine,0,27,4.17,3,192.9,34.8,121.0,0.0,0.82,3.13,0.0,1
lig0290,Bepotastine,0,27,4.17,4,194.6,54.4,83.4,54.4,0.72,3.07,2.44,1
lig0291,Obeticholic Acid,0,30,5.11,0,207.4,24.8,152.5,0.0,0.88,3.3,0.0,1
lig0294,Bendamustine,0,23,3.26,2,139.5,44.7,73.7,0.0,0.68,3.02,0.0,1
lig0294,Bendamustine,0,23,3.26,3,170.9,45.8,91.4,0.0,0.732,3.17,0.0,1
lig0294,Bendamustine,0,23,3.26,4,161.1,42.1,117.7,0.0,0.739,3.06,0.0,1
lig0295,Ethylvanillin,0,12,1.6,0,134.6,25.5,101.3,0.0,0.811,3.02,0.0,1
lig0296,Rivastigmine,0,18,2.76,0,125.1,49.7,95.7,0.0,0.603,3.06,0.0,1
lig0296,Rivastigmine,0,18,2.76,1,177.3,43.0,177.3,0.0,0.757,3.11,0.0,1
lig0296,Rivastigmine,0,18,2.76,2,155.1,38.0,108.4,0.0,0.755,2.97,0.0,1
lig0296,Rivastigmine,0,18,2.76,3,155.7,40.8,155.7,0.0,0.738,3.06,0.0,1
lig0298,Irbesartan,0,32,4.78,2,154.2,45.4,154.2,0.0,0.706,3.29,0.0,1
lig0298,Irbesartan,0,32,4.78,3,164.8,40.0,97.6,0.0,0.757,3.25,0.0,1
lig0298,Irbesartan,0,32,4.78,4,154.4,36.9,154.4,0.0,0.761,3.35,0.0,1
lig0299,Dinitolmide,0,16,0.91,0,116.4,25.7,116.4,0.0,0.779,2.9,0.0,1
lig0289,Prilocaine,0,16,2.32,3,164.6,40.0,105.8,0.0,0.757,3.03,0.0,1
lig0289,Prilocaine,0,16,2.32,4,153.6,27.2,109.1,0.0,0.823,3.1,0.0,1
lig0290,Bepotastine,0,27,4.17,0,196.6,45.4,59.4,0.0,0.769,3.18,0.0,1
lig0290,Bepotastine,0,27,4.17,1,203.9,43.4,139.5,0.0,0.787,3.38,0.0,1
lig0296,Rivastigmine,0,18,2.76,4,194.8,40.4,140.2,0.0,0.793,3.15,0.0,1
lig0297,Chlorthal-Dimethyl,0,18,3.87,0,190.9,35.9,190.9,0.0,0.812,3.29,0.0,1
lig0297,Chlorthal-Dimethyl,0,18,3.87,1,165.0,46.2,80.6,0.0,0.72,3.03,0.0,1
lig0297,Chlorthal-Dimethyl,0,18,3.87,2,186.4,38.0,93.5,0.0,0.796,3.24,0.0,1
lig0299,Dinitolmide,0,16,0.91,1,123.6,29.6,49.0,0.0,0.761,3.07,0.0,1
lig0299,Dinitolmide,0,16,0.91,2,131.5,23.1,86.6,0.0,0.824,3.09,0.0,1
lig0299,Dinitolmide,0,16,0.91,3,135.2,36.9,135.2,0.0,0.727,3.1,0.0,1
lig0299,Dinitolmide,0,16,0.91,4,136.7,34.8,100.4,0.0,0.745,2.92,0.0,1
lig0300,"3,7-Dimethoxyflavone",0,21,3.48,0,201.5,40.6,117.3,40.6,0.799,3.2,2.4,1
lig0300,"3,7-Dimethoxyflavone",0,21,3.48,1,189.9,41.5,189.9,0.0,0.781,3.26,0.0,1
lig0300,"3,7-Dimethoxyflavone",0,21,3.48,2,188.4,40.8,102.6,0.0,0.783,3.17,0.0,1
lig0300,"3,7-Dimethoxyflavone",0,21,3.48,3,178.8,43.8,101.5,16.4,0.755,3.19,2.45,1
lig0285,Nitroxoline,0,14,1.85,3,135.6,36.9,76.9,0.0,0.728,3.13,0.0,1
lig0285,Nitroxoline,0,14,1.85,4,123.1,20.5,81.9,0.0,0.833,2.99,0.0,1
lig0286,Homosalate,0,19,3.76,0,181.7,44.9,127.0,0.0,0.753,3.29,0.0,1
lig0286,Homosalate,0,19,3.76,1,202.0,41.3,184.2,0.0,0.796,3.23,0.0,1
lig0318,Sinensetin,0,27,3.5,2,182.3,35.9,114.0,0.0,0.803,3.17,0.0,1
lig0318,Sinensetin,0,27,3.5,3,134.1,44.9,47.7,0.0,0.665,3.16,0.0,1
lig0318,Sinensetin,0,27,3.5,4,173.4,31.5,97.2,0.0,0.818,3.19,0.0,1
lig0319,Tiratricol,0,21,4.63,0,198.3,37.6,72.6,0.0,0.81,3.32,0.0,1
lig0312,"1,5-Dihydroxyanthraquinone",0,18,1.87,4,128.1,23.1,82.1,0.0,0.82,3.1,0.0,1
lig0313,Tinoridine hydrochloride,0,22,3.07,0,179.7,46.4,179.7,0.0,0.742,3.35,0.0,1
lig0313,Tinoridine hydrochloride,0,22,3.07,1,205.4,38.7,98.3,0.0,0.812,3.26,0.0,1
lig0313,Tinoridine hydrochloride,0,22,3.07,2,182.5,34.8,56.4,0.0,0.809,3.23,0.0,1
lig0281,Clorprenaline HCl,0,14,2.37,3,133.1,37.8,91.2,0.0,0.716,3.1,0.0,1
lig0281,Clorprenaline HCl,0,14,2.37,4,138.9,41.3,100.9,0.0,0.703,3.01,0.0,1
lig0282,Ampiroxicam,0,31,2.56,0,225.5,38.9,166.8,0.0,0.827,3.2,0.0,1
lig0282,Ampiroxicam,0,31,2.56,1,181.4,25.3,99.4,0.0,0.861,3.21,0.0,1
lig0306,Tolfenamic Acid,0,18,4.09,2,144.9,41.0,55.1,0.0,0.717,3.1,0.0,1
lig0306,Tolfenamic Acid,0,18,4.09,3,147.1,38.7,115.8,0.0,0.737,3.16,0.0,1
lig0306,Tolfenamic Acid,0,18,4.09,4,150.8,45.6,150.8,0.0,0.698,3.13,0.0,1
lig0307,Bisacodyl,0,27,4.11,0,193.1,44.5,193.1,0.0,0.77,3.3,0.0,1
lig0293,N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide Hcl,0,22,3.29,3,188.6,38.0,188.6,0.0,0.799,3.26,0.0,1
lig0293,N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide Hcl,0,22,3.29,4,184.9,32.8,124.6,0.0,0.823,3.18,0.0,1
lig0294,Bendamustine,0,23,3.26,0,151.2,39.1,102.8,0.0,0.741,3.17,0.0,1
lig0294,Bendamustine,0,23,3.26,1,137.8,43.6,56.2,0.0,0.684,2.95,0.0,1
lig0288,Stiripentol,0,17,2.84,4,131.5,24.0,100.9,0.0,0.817,3.08,0.0,1
lig0289,Prilocaine,0,16,2.32,0,141.5,35.0,79.7,0.0,0.753,3.09,0.0,1
lig0289,Prilocaine,0,16,2.32,1,158.3,43.2,158.3,0.0,0.727,3.1,0.0,1
lig0289,Prilocaine,0,16,2.32,2,159.6,34.6,159.6,0.0,0.783,3.14,0.0,1
lig0288,Stiripentol,0,17,2.84,0,162.0,27.4,162.0,0.0,0.831,3.16,0.0,1
lig0288,Stiripentol,0,17,2.84,1,184.0,35.4,136.3,0.0,0.808,3.15,0.0,1
lig0288,Stiripentol,0,17,2.84,2,181.2,32.6,125.5,0.0,0.82,3.09,0.0,1
lig0288,Stiripentol,0,17,2.84,3,183.6,24.8,123.8,0.0,0.865,3.1,0.0,1
lig0319,Tiratricol,0,21,4.63,1,213.4,28.1,166.5,0.0,0.868,3.31,0.0,1
lig0319,Tiratricol,0,21,4.63,2,197.2,37.2,118.2,0.0,0.811,3.16,0.0,1
lig0319,Tiratricol,0,21,4.63,3,219.5,42.3,144.5,0.0,0.807,3.4,0.0,1
lig0319,Tiratricol,0,21,4.63,4,187.3,31.5,98.3,0.0,0.832,3.5,0.0,1
lig0303,Phenprocoumon,0,21,4.04,1,144.1,43.4,43.0,0.0,0.699,3.17,0.0,1
lig0303,Phenprocoumon,0,21,4.04,2,140.0,27.9,99.8,0.0,0.801,3.19,0.0,1
lig0303,Phenprocoumon,0,21,4.04,3,155.7,44.9,109.3,0.0,0.712,3.32,0.0,1
lig0303,Phenprocoumon,0,21,4.04,4,160.3,42.8,112.5,0.0,0.733,3.19,0.0,1
lig0295,Ethylvanillin,0,12,1.6,1,134.6,39.3,134.6,0.0,0.708,3.19,0.0,1
lig0295,Ethylvanillin,0,12,1.6,2,126.8,29.8,126.8,0.0,0.765,3.16,0.0,1
lig0295,Ethylvanillin,0,12,1.6,3,122.0,35.9,122.0,0.0,0.706,3.04,0.0,1
lig0295,Ethylvanillin,0,12,1.6,4,122.9,24.8,98.5,0.0,0.798,2.99,0.0,1
lig0297,Chlorthal-Dimethyl,0,18,3.87,3,169.1,24.8,90.3,0.0,0.853,3.13,0.0,1
lig0297,Chlorthal-Dimethyl,0,18,3.87,4,167.2,30.9,167.2,0.0,0.815,3.1,0.0,1
lig0298,Irbesartan,0,32,4.78,0,135.2,40.2,73.2,0.0,0.703,3.22,0.0,1
lig0298,Irbesartan,0,32,4.78,1,136.1,41.5,90.7,0.0,0.695,3.29,0.0,1
lig0302,Ifenprodil Tartrate,0,24,3.77,2,191.6,27.0,191.6,0.0,0.859,3.26,0.0,1
lig0302,Ifenprodil Tartrate,0,24,3.77,3,190.7,41.5,126.8,0.0,0.782,3.45,0.0,1
lig0302,Ifenprodil Tartrate,0,24,3.77,4,185.8,35.9,94.8,0.0,0.807,3.26,0.0,1
lig0303,Phenprocoumon,0,21,4.04,0,163.9,39.5,163.9,0.0,0.759,3.22,0.0,1
lig0316,Estriol,0,21,2.58,0,187.7,25.5,76.0,0.0,0.864,3.18,0.0,1
lig0316,Estriol,0,21,2.58,1,184.0,25.5,141.0,0.0,0.861,3.12,0.0,1
lig0316,Estriol,0,21,2.58,2,196.6,38.2,111.9,0.0,0.806,3.22,0.0,1
lig0316,Estriol,0,21,2.58,3,207.4,27.9,91.4,0.0,0.865,3.3,0.0,1
lig0304,Lidocaine,0,17,2.58,0,177.8,32.8,177.8,0.0,0.816,3.18,0.0,1
lig0304,Lidocaine,0,17,2.58,1,154.2,50.5,154.2,50.5,0.673,3.17,2.51,1
lig0304,Lidocaine,0,17,2.58,2,160.9,48.2,60.0,0.0,0.7,3.22,0.0,1
lig0304,Lidocaine,0,17,2.58,3,150.8,38.9,112.5,0.0,0.742,3.24,0.0,1
lig0312,"1,5-Dihydroxyanthraquinone",0,18,1.87,0,149.7,38.0,149.7,0.0,0.746,3.23,0.0,1
lig0312,"1,5-Dihydroxyanthraquinone",0,18,1.87,1,158.1,35.9,121.8,0.0,0.773,3.13,0.0,1
lig0312,"1,5-Dihydroxyanthraquinone",0,18,1.87,2,136.9,42.3,92.9,0.0,0.691,3.07,0.0,1
lig0312,"1,5-Dihydroxyanthraquinone",0,18,1.87,3,148.2,38.4,148.2,0.0,0.741,3.13,0.0,1
lig0292,Dienestrol,0,20,4.6,0,177.8,27.6,177.8,0.0,0.845,3.24,0.0,1
lig0292,Dienestrol,0,20,4.6,1,183.8,41.3,125.1,0.0,0.775,3.23,0.0,1
lig0292,Dienestrol,0,20,4.6,2,180.6,35.6,180.6,0.0,0.803,3.26,0.0,1
lig0292,Dienestrol,0,20,4.6,3,155.3,27.6,155.3,0.0,0.822,3.19,0.0,1
lig0304,Lidocaine,0,17,2.58,4,167.8,44.3,79.1,0.0,0.736,3.09,0.0,1
lig0305,Cetirizine DiHCl,0,27,3.15,0,193.1,45.6,106.1,0.0,0.764,3.28,0.0,1
lig0305,Cetirizine DiHCl,0,27,3.15,1,182.3,47.3,80.4,0.0,0.741,3.34,0.0,1
lig0305,Cetirizine DiHCl,0,27,3.15,2,215.4,40.4,124.0,0.0,0.812,3.22,0.0,1
lig0320,Tetrabenazine (Xenazine),0,23,3.24,4,148.2,41.5,122.9,0.0,0.72,3.15,0.0,1
lig0321,Leflunomide,0,19,3.25,0,184.0,39.7,124.4,0.0,0.784,3.27,0.0,1
lig0321,Leflunomide,0,19,3.25,1,165.9,33.7,113.8,0.0,0.797,3.34,0.0,1
lig0321,Leflunomide,0,19,3.25,2,173.0,33.5,128.3,0.0,0.806,3.29,0.0,1
lig0314,Agomelatine,0,18,2.53,2,169.6,41.7,77.5,0.0,0.754,3.24,0.0,1
lig0314,Agomelatine,0,18,2.53,3,170.4,38.4,170.4,0.0,0.775,3.32,0.0,1
lig0314,Agomelatine,0,18,2.53,4,152.9,25.5,115.6,0.0,0.833,3.1,0.0,1
lig0315,Butamben,0,14,2.23,0,153.6,35.2,153.6,0.0,0.771,3.09,0.0,1
lig0300,"3,7-Dimethoxyflavone",0,21,3.48,4,167.2,61.6,72.4,61.6,0.632,3.25,2.62,1
lig0301,Penbutolol Sulfate,0,21,3.47,0,180.8,50.5,85.1,0.0,0.721,3.2,0.0,1
lig0301,Penbutolol Sulfate,0,21,3.47,1,170.2,45.8,109.1,0.0,0.731,3.09,0.0,1
lig0301,Penbutolol Sulfate,0,21,3.47,2,174.3,34.1,109.5,0.0,0.804,3.4,0.0,1
lig0327,Indobufen,0,22,3.43,1,176.5,39.1,104.5,0.0,0.778,3.23,0.0,1
lig0327,Indobufen,0,22,3.43,2,177.6,33.3,100.9,0.0,0.812,3.26,0.0,1
lig0327,Indobufen,0,22,3.43,3,151.8,32.4,107.8,0.0,0.787,3.24,0.0,1
lig0327,Indobufen,0,22,3.43,4,161.1,24.6,108.2,0.0,0.847,3.16,0.0,1
lig0331,Imiquimod,0,18,2.82,1,184.9,43.8,81.2,0.0,0.763,3.37,0.0,1
lig0331,Imiquimod,0,18,2.82,2,151.6,24.2,103.2,0.0,0.84,3.22,0.0,1
lig0331,Imiquimod,0,18,2.82,3,170.9,33.0,111.7,0.0,0.807,3.22,0.0,1
lig0331,Imiquimod,0,18,2.82,4,163.7,43.0,128.5,0.0,0.737,3.09,0.0,1
lig0308,Meclofenamate Sodium,0,19,4.74,0,176.5,40.4,77.8,0.0,0.771,3.26,0.0,1
lig0308,Meclofenamate Sodium,0,19,4.74,1,148.4,41.3,109.9,0.0,0.722,3.16,0.0,1
lig0308,Meclofenamate Sodium,0,19,4.74,2,164.4,45.4,107.6,0.0,0.724,3.32,0.0,1
lig0308,Meclofenamate Sodium,0,19,4.74,3,162.4,45.4,116.9,0.0,0.72,3.27,0.0,1
lig0310,Rofecoxib,0,22,2.56,2,192.2,25.7,192.2,0.0,0.866,3.17,0.0,1
lig0310,Rofecoxib,0,22,2.56,3,181.9,35.2,95.3,0.0,0.806,3.15,0.0,1
lig0310,Rofecoxib,0,22,2.56,4,157.0,36.5,65.9,0.0,0.768,3.12,0.0,1
lig0311,N-Phenylanthranilic Acid,0,16,3.13,0,161.8,37.8,161.8,0.0,0.766,3.15,0.0,1
lig0317,Prasugrel,0,26,3.89,3,177.8,42.8,134.4,0.0,0.759,3.14,0.0,1
lig0317,Prasugrel,0,26,3.89,4,184.7,49.5,74.7,0.0,0.732,3.27,0.0,1
lig0318,Sinensetin,0,27,3.5,0,208.0,30.2,141.9,0.0,0.855,3.25,0.0,1
lig0318,Sinensetin,0,27,3.5,1,204.6,39.1,138.2,0.0,0.809,3.29,0.0,1
lig0308,Meclofenamate Sodium,0,19,4.74,4,167.0,50.5,167.0,0.0,0.698,3.21,0.0,1
lig0309,(��)-Equol,0,18,2.82,0,179.7,48.2,127.9,48.2,0.732,3.24,2.45,1
lig0309,(��)-Equol,0,18,2.82,1,185.5,37.6,109.7,0.0,0.797,3.35,0.0,1
lig0309,(��)-Equol,0,18,2.82,2,181.9,33.7,181.9,0.0,0.815,3.16,0.0,1
lig0305,Cetirizine DiHCl,0,27,3.15,3,237.8,45.6,109.7,45.6,0.808,3.2,2.43,1
lig0305,Cetirizine DiHCl,0,27,3.15,4,221.2,42.3,170.4,42.3,0.809,3.41,2.42,1
lig0306,Tolfenamic Acid,0,18,4.09,0,163.3,50.5,104.5,0.0,0.691,3.31,0.0,1
lig0306,Tolfenamic Acid,0,18,4.09,1,144.5,46.2,108.6,0.0,0.68,3.2,0.0,1
lig0315,Butamben,0,14,2.23,1,143.0,39.3,143.0,0.0,0.725,3.27,0.0,1
lig0315,Butamben,0,14,2.23,2,163.3,40.2,71.3,0.0,0.754,3.22,0.0,1
lig0315,Butamben,0,14,2.23,3,125.7,45.8,125.7,0.0,0.636,3.09,0.0,1
lig0315,Butamben,0,14,2.23,4,154.4,32.4,89.9,0.0,0.79,3.15,0.0,1
lig0328,Flurbiprofen Axetil,0,24,4.05,4,186.8,42.3,143.4,0.0,0.774,3.21,0.0,1
lig0329,Mexenone,0,18,2.94,0,183.0,49.2,108.6,0.0,0.731,3.38,0.0,1
lig0329,Mexenone,0,18,2.94,1,153.6,47.5,87.5,0.0,0.691,3.11,0.0,1
lig0329,Mexenone,0,18,2.94,2,158.8,33.3,109.1,0.0,0.79,3.19,0.0,1
lig0322,Buspirone HCl,0,28,2.09,2,169.1,43.8,148.8,0.0,0.741,3.51,0.0,1
lig0322,Buspirone HCl,0,28,2.09,3,161.4,25.5,161.4,0.0,0.842,3.33,0.0,1
lig0322,Buspirone HCl,0,28,2.09,4,168.5,36.9,149.0,0.0,0.781,3.27,0.0,1
lig0323,Loxoprofen,0,18,2.79,0,181.4,29.8,181.4,0.0,0.836,3.15,0.0,1
lig0311,N-Phenylanthranilic Acid,0,16,3.13,1,131.3,40.8,41.3,0.0,0.689,3.0,0.0,1
lig0311,N-Phenylanthranilic Acid,0,16,3.13,2,143.4,39.5,111.5,0.0,0.725,3.05,0.0,1
lig0311,N-Phenylanthranilic Acid,0,16,3.13,3,140.6,40.0,96.6,0.0,0.716,3.1,0.0,1
lig0311,N-Phenylanthranilic Acid,0,16,3.13,4,146.7,37.2,75.6,0.0,0.746,3.21,0.0,1
lig0326,Celiprolol hydrochloride,0,27,2.89,2,125.5,30.5,125.5,0.0,0.757,3.26,0.0,1
lig0326,Celiprolol hydrochloride,0,27,2.89,3,135.6,22.7,91.6,0.0,0.833,3.22,0.0,1
lig0326,Celiprolol hydrochloride,0,27,2.89,4,176.7,45.8,137.2,0.0,0.741,3.26,0.0,1
lig0327,Indobufen,0,22,3.43,0,183.2,44.3,183.2,0.0,0.758,3.15,0.0,1
lig0336,Anastrozole,0,22,2.93,0,181.2,41.3,181.2,0.0,0.772,3.34,0.0,1
lig0336,Anastrozole,0,22,2.93,1,168.9,35.4,114.3,0.0,0.79,3.38,0.0,1
lig0336,Anastrozole,0,22,2.93,2,153.6,41.5,153.6,0.0,0.73,3.32,0.0,1
lig0336,Anastrozole,0,22,2.93,3,190.1,52.3,87.7,38.9,0.725,3.31,2.59,1
lig0309,(��)-Equol,0,18,2.82,3,168.0,33.7,120.1,0.0,0.799,3.1,0.0,1
lig0309,(��)-Equol,0,18,2.82,4,150.3,41.7,72.1,0.0,0.723,3.18,0.0,1
lig0310,Rofecoxib,0,22,2.56,0,207.6,41.3,150.8,0.0,0.801,3.27,0.0,1
lig0310,Rofecoxib,0,22,2.56,1,205.4,26.8,104.1,0.0,0.87,3.27,0.0,1
lig0325,"PD 98,059",0,20,3.05,3,175.2,33.3,130.9,0.0,0.81,3.16,0.0,1
lig0325,"PD 98,059",0,20,3.05,4,168.5,39.5,168.5,0.0,0.766,3.08,0.0,1
lig0326,Celiprolol hydrochloride,0,27,2.89,0,179.5,32.8,144.1,0.0,0.817,3.33,0.0,1
lig0326,Celiprolol hydrochloride,0,27,2.89,1,160.1,50.8,79.1,0.0,0.683,3.33,0.0,1
lig0344,(S)-crizotinib,0,30,5.04,0,168.5,45.4,130.0,0.0,0.731,3.15,0.0,1
lig0344,(S)-crizotinib,0,30,5.04,1,176.9,45.4,63.1,0.0,0.743,3.28,0.0,1
lig0344,(S)-crizotinib,0,30,5.04,2,154.7,48.4,98.1,0.0,0.687,3.24,0.0,1
lig0344,(S)-crizotinib,0,30,5.04,3,165.9,46.7,129.2,0.0,0.719,3.09,0.0,1
lig0324,Ciprofibrate,0,18,3.59,0,185.1,47.5,82.9,0.0,0.743,3.07,0.0,1
lig0324,Ciprofibrate,0,18,3.59,1,174.5,28.3,97.8,0.0,0.838,3.28,0.0,1
lig0324,Ciprofibrate,0,18,3.59,2,163.9,34.8,109.9,0.0,0.788,3.33,0.0,1
lig0324,Ciprofibrate,0,18,3.59,3,175.0,37.2,85.8,0.0,0.787,3.16,0.0,1
lig0324,Ciprofibrate,0,18,3.59,4,169.1,22.9,169.1,0.0,0.865,3.15,0.0,1
lig0325,"PD 98,059",0,20,3.05,0,167.4,36.5,130.5,0.0,0.782,3.24,0.0,1
lig0325,"PD 98,059",0,20,3.05,1,177.1,25.7,64.2,0.0,0.855,3.13,0.0,1
lig0325,"PD 98,059",0,20,3.05,2,171.3,40.4,84.7,0.0,0.764,3.13,0.0,1
lig0316,Estriol,0,21,2.58,4,184.0,35.9,93.7,0.0,0.805,3.15,0.0,1
lig0317,Prasugrel,0,26,3.89,0,180.1,47.7,130.9,0.0,0.735,3.19,0.0,1
lig0317,Prasugrel,0,26,3.89,1,168.3,49.2,168.3,0.0,0.708,3.18,0.0,1
lig0317,Prasugrel,0,26,3.89,2,179.9,47.3,132.6,0.0,0.737,3.34,0.0,1
lig0329,Mexenone,0,18,2.94,3,150.6,40.4,111.9,0.0,0.732,3.1,0.0,1
lig0329,Mexenone,0,18,2.94,4,172.2,37.4,172.2,0.0,0.783,3.14,0.0,1
lig0330,Zonisamide,0,14,1.85,0,135.4,24.6,48.8,0.0,0.818,3.09,0.0,1
lig0330,Zonisamide,0,14,1.85,1,132.0,24.6,132.0,0.0,0.814,3.0,0.0,1
lig0323,Loxoprofen,0,18,2.79,1,173.9,41.3,65.7,0.0,0.763,3.05,0.0,1
lig0323,Loxoprofen,0,18,2.79,2,191.8,26.8,69.6,0.0,0.86,3.19,0.0,1
lig0323,Loxoprofen,0,18,2.79,3,144.9,35.2,144.9,0.0,0.757,3.2,0.0,1
lig0323,Loxoprofen,0,18,2.79,4,184.9,38.7,108.6,0.0,0.791,3.18,0.0,1
lig0339,Ataluren (PTC124),0,21,3.24,1,178.8,37.8,112.1,0.0,0.789,3.11,0.0,1
lig0339,Ataluren (PTC124),0,21,3.24,2,127.4,33.5,47.7,0.0,0.737,3.06,0.0,1
lig0339,Ataluren (PTC124),0,21,3.24,3,176.7,45.6,135.4,0.0,0.742,3.19,0.0,1
lig0339,Ataluren (PTC124),0,21,3.24,4,141.9,28.9,105.2,0.0,0.796,3.1,0.0,1
lig0321,Leflunomide,0,19,3.25,3,156.8,41.5,110.8,0.0,0.735,3.09,0.0,1
lig0321,Leflunomide,0,19,3.25,4,162.4,42.8,162.4,0.0,0.736,3.23,0.0,1
lig0322,Buspirone HCl,0,28,2.09,0,160.7,23.3,78.2,0.0,0.855,3.23,0.0,1
lig0322,Buspirone HCl,0,28,2.09,1,159.2,31.3,140.6,0.0,0.803,3.21,0.0,1
lig0353,Vonoprazan Fumarate (TAK-438),0,24,2.65,3,232.4,46.7,199.8,0.0,0.799,3.35,0.0,1
lig0353,Vonoprazan Fumarate (TAK-438),0,24,2.65,4,208.7,36.7,148.0,0.0,0.824,3.37,0.0,1
lig0354,Bendazac,0,21,2.55,0,159.8,44.5,67.4,0.0,0.722,3.22,0.0,1
lig0354,Bendazac,0,21,2.55,1,170.4,41.0,87.7,0.0,0.759,3.14,0.0,1
lig0360,Dehydroandrographolide Succinate Potasium Salt,0,24,3.12,0,218.4,25.9,147.3,0.0,0.881,3.4,0.0,1
lig0360,Dehydroandrographolide Succinate Potasium Salt,0,24,3.12,1,179.1,23.8,179.1,0.0,0.867,3.4,0.0,1
lig0360,Dehydroandrographolide Succinate Potasium Salt,0,24,3.12,2,185.3,21.2,125.7,0.0,0.886,3.35,0.0,1
lig0360,Dehydroandrographolide Succinate Potasium Salt,0,24,3.12,3,169.6,20.7,114.9,0.0,0.878,3.23,0.0,1
lig0313,Tinoridine hydrochloride,0,22,3.07,3,193.1,47.7,144.1,47.7,0.753,3.27,2.41,1
lig0313,Tinoridine hydrochloride,0,22,3.07,4,163.3,43.6,144.7,0.0,0.733,3.22,0.0,1
lig0314,Agomelatine,0,18,2.53,0,164.6,36.5,107.6,0.0,0.778,3.11,0.0,1
lig0314,Agomelatine,0,18,2.53,1,173.0,40.2,129.6,0.0,0.768,3.17,0.0,1
lig0335,Rucaparib,0,24,2.98,1,162.4,28.3,78.4,0.0,0.826,3.08,0.0,1
